run_index,gripper_state,state_value,run_length_frames
8594,open,1.0,48
8595,close,-1.0,36
8596,open,1.0,36
8597,close,-1.0,40
8598,open,1.0,33
8599,close,-1.0,38
8600,open,1.0,34
8601,close,-1.0,47
8602,open,1.0,40
8603,close,-1.0,34
8604,open,1.0,42
8605,close,-1.0,44
8606,open,1.0,31
8607,close,-1.0,44
8608,open,1.0,57
8609,close,-1.0,30
8610,open,1.0,56
8611,close,-1.0,59
8612,open,1.0,41
8613,close,-1.0,89
8614,open,1.0,53
8615,close,-1.0,24
8616,open,1.0,81
8617,close,-1.0,36
8618,open,1.0,46
8619,close,-1.0,16
8620,open,1.0,59
8621,close,-1.0,32
8622,open,1.0,38
8623,close,-1.0,40
8624,open,1.0,27
8625,close,-1.0,35
8626,open,1.0,63
8627,close,-1.0,26
8628,open,1.0,75
8629,close,-1.0,42
8630,open,1.0,33
8631,close,-1.0,62
8632,open,1.0,57
8633,close,-1.0,44
8634,open,1.0,21
8635,close,-1.0,36
8636,open,1.0,33
8637,close,-1.0,33
8638,open,1.0,23
8639,close,-1.0,36
8640,open,1.0,21
8641,close,-1.0,34
8642,open,1.0,49
8643,close,-1.0,33
8644,open,1.0,30
8645,close,-1.0,49
8646,open,1.0,21
8647,close,-1.0,35
8648,open,1.0,48
8649,close,-1.0,43
8650,open,1.0,21
8651,close,-1.0,48
8652,open,1.0,17
8653,close,-1.0,36
8654,open,1.0,51
8655,close,-1.0,44
8656,open,1.0,59
8657,close,-1.0,50
8658,open,1.0,16
8659,close,-1.0,53
8660,open,1.0,21
8661,close,-1.0,30
8662,open,1.0,33
8663,close,-1.0,37
8664,open,1.0,25
8665,close,-1.0,37
8666,open,1.0,56
8667,close,-1.0,31
8668,open,1.0,60
8669,close,-1.0,36
8670,open,1.0,64
8671,close,-1.0,23
8672,open,1.0,97
8673,close,-1.0,41
8674,open,1.0,70
8675,close,-1.0,37
8676,open,1.0,54
8677,close,-1.0,39
8678,open,1.0,35
8679,close,-1.0,33
8680,open,1.0,72
8681,close,-1.0,53
8682,open,1.0,44
8683,close,-1.0,37
8684,open,1.0,57
8685,close,-1.0,52
8686,open,1.0,59
8687,close,-1.0,43
8688,open,1.0,18
8689,close,-1.0,47
8690,open,1.0,21
8691,close,-1.0,53
8692,open,1.0,65
8693,close,-1.0,20
8694,open,1.0,89
8695,close,-1.0,41
8696,open,1.0,98
8697,close,-1.0,31
8698,open,1.0,44
8699,close,-1.0,30
8700,open,1.0,51
8701,close,-1.0,30
8702,open,1.0,58
8703,close,-1.0,26
8704,open,1.0,95
8705,close,-1.0,54
8706,open,1.0,43
8707,close,-1.0,39
8708,open,1.0,16
8709,close,-1.0,60
8710,open,1.0,40
8711,close,-1.0,39
8712,open,1.0,54
8713,close,-1.0,60
8714,open,1.0,33
8715,close,-1.0,38
8716,open,1.0,49
8717,close,-1.0,40
8718,open,1.0,20
8719,close,-1.0,28
8720,open,1.0,33
8721,close,-1.0,40
8722,open,1.0,64
8723,close,-1.0,36
8724,open,1.0,54
8725,close,-1.0,23
8726,open,1.0,56
8727,close,-1.0,36
8728,open,1.0,64
8729,close,-1.0,43
8730,open,1.0,43
8731,close,-1.0,51
8732,open,1.0,55
8733,close,-1.0,43
8734,open,1.0,34
8735,close,-1.0,44
8736,open,1.0,37
8737,close,-1.0,44
8738,open,1.0,31
8739,close,-1.0,37
8740,open,1.0,66
8741,close,-1.0,30
8742,open,1.0,54
8743,close,-1.0,24
8744,open,1.0,45
8745,close,-1.0,38
8746,open,1.0,49
8747,close,-1.0,35
8748,open,1.0,22
8749,close,-1.0,30
8750,open,1.0,20
8751,close,-1.0,43
8752,open,1.0,73
8753,close,-1.0,36
8754,open,1.0,21
8755,close,-1.0,37
8756,open,1.0,38
8757,close,-1.0,51
8758,open,1.0,58
8759,close,-1.0,27
8760,open,1.0,59
8761,close,-1.0,29
8762,open,1.0,34
8763,close,-1.0,33
8764,open,1.0,72
8765,close,-1.0,46
8766,open,1.0,47
8767,close,-1.0,40
8768,open,1.0,42
8769,close,-1.0,35
8770,open,1.0,64
8771,close,-1.0,42
8772,open,1.0,50
8773,close,-1.0,38
8774,open,1.0,41
8775,close,-1.0,44
8776,open,1.0,44
8777,close,-1.0,30
8778,open,1.0,61
8779,close,-1.0,43
8780,open,1.0,50
8781,close,-1.0,42
8782,open,1.0,60
8783,close,-1.0,35
8784,open,1.0,41
8785,close,-1.0,46
8786,open,1.0,57
8787,close,-1.0,39
8788,open,1.0,39
8789,close,-1.0,50
8790,open,1.0,56
8791,close,-1.0,19
8792,open,1.0,82
8793,close,-1.0,29
8794,open,1.0,86
8795,close,-1.0,30
8796,open,1.0,42
8797,close,-1.0,37
8798,open,1.0,42
8799,close,-1.0,35
8800,open,1.0,23
8801,close,-1.0,44
8802,open,1.0,29
8803,close,-1.0,37
8804,open,1.0,46
8805,close,-1.0,33
8806,open,1.0,36
8807,close,-1.0,42
8808,open,1.0,51
8809,close,-1.0,43
8810,open,1.0,35
8811,close,-1.0,43
8812,open,1.0,59
8813,close,-1.0,37
8814,open,1.0,48
8815,close,-1.0,34
8816,open,1.0,17
8817,close,-1.0,37
8818,open,1.0,35
8819,close,-1.0,38
8820,open,1.0,43
8821,close,-1.0,33
8822,open,1.0,54
8823,close,-1.0,41
8824,open,1.0,34
8825,close,-1.0,47
8826,open,1.0,58
8827,close,-1.0,30
8828,open,1.0,53
8829,close,-1.0,35
8830,open,1.0,47
8831,close,-1.0,54
8832,open,1.0,53
8833,close,-1.0,34
8834,open,1.0,37
8835,close,-1.0,40
8836,open,1.0,55
8837,close,-1.0,37
8838,open,1.0,39
8839,close,-1.0,41
8840,open,1.0,38
8841,close,-1.0,45
8842,open,1.0,87
8843,close,-1.0,36
8844,open,1.0,82
8845,close,-1.0,27
8846,open,1.0,46
8847,close,-1.0,31
8848,open,1.0,94
8849,close,-1.0,50
8850,open,1.0,36
8851,close,-1.0,40
8852,open,1.0,53
8853,close,-1.0,41
8854,open,1.0,55
8855,close,-1.0,39
8856,open,1.0,66
8857,close,-1.0,47
8858,open,1.0,32
8859,close,-1.0,40
8860,open,1.0,52
8861,close,-1.0,40
8862,open,1.0,69
8863,close,-1.0,36
8864,open,1.0,46
8865,close,-1.0,46
8866,open,1.0,19
8867,close,-1.0,46
8868,open,1.0,41
8869,close,-1.0,43
8870,open,1.0,69
8871,close,-1.0,41
8872,open,1.0,67
8873,close,-1.0,51
8874,open,1.0,41
8875,close,-1.0,39
8876,open,1.0,42
8877,close,-1.0,47
8878,open,1.0,35
8879,close,-1.0,48
8880,open,1.0,59
8881,close,-1.0,32
8882,open,1.0,45
8883,close,-1.0,29
8884,open,1.0,54
8885,close,-1.0,35
8886,open,1.0,75
8887,close,-1.0,38
8888,open,1.0,37
8889,close,-1.0,51
8890,open,1.0,51
8891,close,-1.0,68
8892,open,1.0,48
8893,close,-1.0,58
8894,open,1.0,90
8895,close,-1.0,37
8896,open,1.0,40
8897,close,-1.0,45
8898,open,1.0,33
8899,close,-1.0,18
8900,open,1.0,60
8901,close,-1.0,33
8902,open,1.0,59
8903,close,-1.0,46
8904,open,1.0,21
8905,close,-1.0,53
8906,open,1.0,46
8907,close,-1.0,80
8908,open,1.0,30
8909,close,-1.0,35
8910,open,1.0,33
8911,close,-1.0,48
8912,open,1.0,25
8913,close,-1.0,39
8914,open,1.0,36
8915,close,-1.0,35
8916,open,1.0,35
8917,close,-1.0,34
8918,open,1.0,59
8919,close,-1.0,28
8920,open,1.0,25
8921,close,-1.0,28
8922,open,1.0,19
8923,close,-1.0,27
8924,open,1.0,19
8925,close,-1.0,35
8926,open,1.0,34
8927,close,-1.0,38
8928,open,1.0,56
8929,close,-1.0,36
8930,open,1.0,71
8931,close,-1.0,55
8932,open,1.0,66
8933,close,-1.0,44
8934,open,1.0,44
8935,close,-1.0,13
8936,open,1.0,22
8937,close,-1.0,30
8938,open,1.0,63
8939,close,-1.0,38
8940,open,1.0,57
8941,close,-1.0,40
8942,open,1.0,39
8943,close,-1.0,37
8944,open,1.0,36
8945,close,-1.0,51
8946,open,1.0,52
8947,close,-1.0,38
8948,open,1.0,50
8949,close,-1.0,45
8950,open,1.0,82
8951,close,-1.0,43
8952,open,1.0,54
8953,close,-1.0,37
8954,open,1.0,50
8955,close,-1.0,35
8956,open,1.0,44
8957,close,-1.0,45
8958,open,1.0,40
8959,close,-1.0,44
8960,open,1.0,42
8961,close,-1.0,40
8962,open,1.0,43
8963,close,-1.0,44
8964,open,1.0,57
8965,close,-1.0,23
8966,open,1.0,85
8967,close,-1.0,32
8968,open,1.0,71
8969,close,-1.0,43
8970,open,1.0,31
8971,close,-1.0,35
8972,open,1.0,37
8973,close,-1.0,39
8974,open,1.0,29
8975,close,-1.0,42
8976,open,1.0,62
8977,close,-1.0,38
8978,open,1.0,32
8979,close,-1.0,29
8980,open,1.0,66
8981,close,-1.0,42
8982,open,1.0,52
8983,close,-1.0,32
8984,open,1.0,32
8985,close,-1.0,46
8986,open,1.0,33
8987,close,-1.0,25
8988,open,1.0,50
8989,close,-1.0,41
8990,open,1.0,45
8991,close,-1.0,45
8992,open,1.0,26
8993,close,-1.0,43
8994,open,1.0,36
8995,close,-1.0,34
8996,open,1.0,41
8997,close,-1.0,47
8998,open,1.0,31
8999,close,-1.0,48
9000,open,1.0,57
9001,close,-1.0,39
9002,open,1.0,129
9003,close,-1.0,31
9004,open,1.0,65
9005,close,-1.0,31
9006,open,1.0,53
9007,close,-1.0,51
9008,open,1.0,19
9009,close,-1.0,31
9010,open,1.0,44
9011,close,-1.0,36
9012,open,1.0,26
9013,close,-1.0,60
9014,open,1.0,30
9015,close,-1.0,39
9016,open,1.0,51
9017,close,-1.0,38
9018,open,1.0,33
9019,close,-1.0,50
9020,open,1.0,81
9021,close,-1.0,24
9022,open,1.0,47
9023,close,-1.0,54
9024,open,1.0,38
9025,close,-1.0,24
9026,open,1.0,40
9027,close,-1.0,30
9028,open,1.0,39
9029,close,-1.0,56
9030,open,1.0,37
9031,close,-1.0,51
9032,open,1.0,32
9033,close,-1.0,46
9034,open,1.0,37
9035,close,-1.0,59
9036,open,1.0,52
9037,close,-1.0,33
9038,open,1.0,37
9039,close,-1.0,35
9040,open,1.0,58
9041,close,-1.0,29
9042,open,1.0,58
9043,close,-1.0,32
9044,open,1.0,55
9045,close,-1.0,37
9046,open,1.0,73
9047,close,-1.0,38
9048,open,1.0,36
9049,close,-1.0,58
9050,open,1.0,53
9051,close,-1.0,42
9052,open,1.0,19
9053,close,-1.0,46
9054,open,1.0,50
9055,close,-1.0,33
9056,open,1.0,30
9057,close,-1.0,42
9058,open,1.0,77
9059,close,-1.0,37
9060,open,1.0,27
9061,close,-1.0,46
9062,open,1.0,68
9063,close,-1.0,51
9064,open,1.0,67
9065,close,-1.0,34
9066,open,1.0,53
9067,close,-1.0,39
9068,open,1.0,40
9069,close,-1.0,37
9070,open,1.0,37
9071,close,-1.0,30
9072,open,1.0,41
9073,close,-1.0,42
9074,open,1.0,45
9075,close,-1.0,61
9076,open,1.0,58
9077,close,-1.0,42
9078,open,1.0,61
9079,close,-1.0,39
9080,open,1.0,37
9081,close,-1.0,26
9082,open,1.0,34
9083,close,-1.0,37
9084,open,1.0,45
9085,close,-1.0,36
9086,open,1.0,64
9087,close,-1.0,34
9088,open,1.0,35
9089,close,-1.0,36
9090,open,1.0,39
9091,close,-1.0,45
9092,open,1.0,48
9093,close,-1.0,35
9094,open,1.0,54
9095,close,-1.0,50
9096,open,1.0,50
9097,close,-1.0,29
9098,open,1.0,43
9099,close,-1.0,34
9100,open,1.0,56
9101,close,-1.0,34
9102,open,1.0,43
9103,close,-1.0,42
9104,open,1.0,31
9105,close,-1.0,41
9106,open,1.0,40
9107,close,-1.0,39
9108,open,1.0,50
9109,close,-1.0,51
9110,open,1.0,32
9111,close,-1.0,32
9112,open,1.0,32
9113,close,-1.0,37
9114,open,1.0,42
9115,close,-1.0,40
9116,open,1.0,46
9117,close,-1.0,24
9118,open,1.0,54
9119,close,-1.0,34
9120,open,1.0,44
9121,close,-1.0,45
9122,open,1.0,25
9123,close,-1.0,40
9124,open,1.0,30
9125,close,-1.0,36
9126,open,1.0,62
9127,close,-1.0,53
9128,open,1.0,85
9129,close,-1.0,50
9130,open,1.0,53
9131,close,-1.0,29
9132,open,1.0,31
9133,close,-1.0,20
9134,open,1.0,50
9135,close,-1.0,24
9136,open,1.0,65
9137,close,-1.0,34
9138,open,1.0,36
9139,close,-1.0,54
9140,open,1.0,65
9141,close,-1.0,47
9142,open,1.0,20
9143,close,-1.0,68
9144,open,1.0,38
9145,close,-1.0,26
9146,open,1.0,20
9147,close,-1.0,56
9148,open,1.0,22
9149,close,-1.0,39
9150,open,1.0,46
9151,close,-1.0,43
9152,open,1.0,54
9153,close,-1.0,50
9154,open,1.0,39
9155,close,-1.0,42
9156,open,1.0,43
9157,close,-1.0,26
9158,open,1.0,92
9159,close,-1.0,40
9160,open,1.0,21
9161,close,-1.0,59
9162,open,1.0,38
9163,close,-1.0,35
9164,open,1.0,32
9165,close,-1.0,82
9166,open,1.0,57
9167,close,-1.0,38
9168,open,1.0,76
9169,close,-1.0,52
9170,open,1.0,43
9171,close,-1.0,55
9172,open,1.0,74
9173,close,-1.0,63
9174,open,1.0,47
9175,close,-1.0,58
9176,open,1.0,28
9177,close,-1.0,28
9178,open,1.0,69
9179,close,-1.0,53
9180,open,1.0,45
9181,close,-1.0,45
9182,open,1.0,45
9183,close,-1.0,57
9184,open,1.0,66
9185,close,-1.0,43
9186,open,1.0,48
9187,close,-1.0,28
9188,open,1.0,46
9189,close,-1.0,32
9190,open,1.0,19
9191,close,-1.0,53
9192,open,1.0,25
9193,close,-1.0,65
9194,open,1.0,35
9195,close,-1.0,30
9196,open,1.0,50
9197,close,-1.0,52
9198,open,1.0,39
9199,close,-1.0,44
9200,open,1.0,23
9201,close,-1.0,26
9202,open,1.0,52
9203,close,-1.0,32
9204,open,1.0,34
9205,close,-1.0,39
9206,open,1.0,47
9207,close,-1.0,40
9208,open,1.0,52
9209,close,-1.0,37
9210,open,1.0,30
9211,close,-1.0,36
9212,open,1.0,33
9213,close,-1.0,51
9214,open,1.0,32
9215,close,-1.0,38
9216,open,1.0,40
9217,close,-1.0,33
9218,open,1.0,25
9219,close,-1.0,44
9220,open,1.0,59
9221,close,-1.0,58
9222,open,1.0,56
9223,close,-1.0,39
9224,open,1.0,21
9225,close,-1.0,46
9226,open,1.0,20
9227,close,-1.0,62
9228,open,1.0,28
9229,close,-1.0,41
9230,open,1.0,75
9231,close,-1.0,47
9232,open,1.0,36
9233,close,-1.0,61
9234,open,1.0,54
9235,close,-1.0,32
9236,open,1.0,53
9237,close,-1.0,45
9238,open,1.0,52
9239,close,-1.0,51
9240,open,1.0,33
9241,close,-1.0,67
9242,open,1.0,32
9243,close,-1.0,50
9244,open,1.0,40
9245,close,-1.0,39
9246,open,1.0,66
9247,close,-1.0,32
9248,open,1.0,62
9249,close,-1.0,65
9250,open,1.0,24
9251,close,-1.0,49
9252,open,1.0,30
9253,close,-1.0,37
9254,open,1.0,59
9255,close,-1.0,42
9256,open,1.0,45
9257,close,-1.0,45
9258,open,1.0,55
9259,close,-1.0,30
9260,open,1.0,59
9261,close,-1.0,40
9262,open,1.0,19
9263,close,-1.0,51
9264,open,1.0,66
9265,close,-1.0,55
9266,open,1.0,36
9267,close,-1.0,53
9268,open,1.0,44
9269,close,-1.0,29
9270,open,1.0,59
9271,close,-1.0,31
9272,open,1.0,52
9273,close,-1.0,29
9274,open,1.0,32
9275,close,-1.0,35
9276,open,1.0,31
9277,close,-1.0,42
9278,open,1.0,20
9279,close,-1.0,40
9280,open,1.0,34
9281,close,-1.0,70
9282,open,1.0,27
9283,close,-1.0,62
9284,open,1.0,67
9285,close,-1.0,55
9286,open,1.0,30
9287,close,-1.0,54
9288,open,1.0,55
9289,close,-1.0,45
9290,open,1.0,48
9291,close,-1.0,35
9292,open,1.0,32
9293,close,-1.0,40
9294,open,1.0,57
9295,close,-1.0,31
9296,open,1.0,74
9297,close,-1.0,40
9298,open,1.0,52
9299,close,-1.0,57
9300,open,1.0,47
9301,close,-1.0,37
9302,open,1.0,51
9303,close,-1.0,40
9304,open,1.0,62
9305,close,-1.0,45
9306,open,1.0,46
9307,close,-1.0,40
9308,open,1.0,38
9309,close,-1.0,37
9310,open,1.0,53
9311,close,-1.0,38
9312,open,1.0,30
9313,close,-1.0,42
9314,open,1.0,41
9315,close,-1.0,48
9316,open,1.0,46
9317,close,-1.0,39
9318,open,1.0,44
9319,close,-1.0,47
9320,open,1.0,62
9321,close,-1.0,44
9322,open,1.0,53
9323,close,-1.0,62
9324,open,1.0,42
9325,close,-1.0,36
9326,open,1.0,60
9327,close,-1.0,35
9328,open,1.0,48
9329,close,-1.0,37
9330,open,1.0,20
9331,close,-1.0,31
9332,open,1.0,50
9333,close,-1.0,43
9334,open,1.0,55
9335,close,-1.0,35
9336,open,1.0,34
9337,close,-1.0,39
9338,open,1.0,17
9339,close,-1.0,33
9340,open,1.0,29
9341,close,-1.0,35
9342,open,1.0,29
9343,close,-1.0,46
9344,open,1.0,40
9345,close,-1.0,33
9346,open,1.0,50
9347,close,-1.0,28
9348,open,1.0,23
9349,close,-1.0,17
9350,open,1.0,32
9351,close,-1.0,33
9352,open,1.0,48
9353,close,-1.0,27
9354,open,1.0,26
9355,close,-1.0,43
9356,open,1.0,30
9357,close,-1.0,52
9358,open,1.0,33
9359,close,-1.0,45
9360,open,1.0,39
9361,close,-1.0,52
9362,open,1.0,52
9363,close,-1.0,30
9364,open,1.0,43
9365,close,-1.0,36
9366,open,1.0,47
9367,close,-1.0,36
9368,open,1.0,34
9369,close,-1.0,35
9370,open,1.0,54
9371,close,-1.0,30
9372,open,1.0,68
9373,close,-1.0,41
9374,open,1.0,33
9375,close,-1.0,42
9376,open,1.0,53
9377,close,-1.0,54
9378,open,1.0,56
9379,close,-1.0,34
9380,open,1.0,54
9381,close,-1.0,40
9382,open,1.0,48
9383,close,-1.0,29
9384,open,1.0,54
9385,close,-1.0,50
9386,open,1.0,40
9387,close,-1.0,31
9388,open,1.0,70
9389,close,-1.0,41
9390,open,1.0,36
9391,close,-1.0,60
9392,open,1.0,49
9393,close,-1.0,41
9394,open,1.0,50
9395,close,-1.0,40
9396,open,1.0,53
9397,close,-1.0,43
9398,open,1.0,49
9399,close,-1.0,25
9400,open,1.0,53
9401,close,-1.0,33
9402,open,1.0,44
9403,close,-1.0,26
9404,open,1.0,47
9405,close,-1.0,39
9406,open,1.0,27
9407,close,-1.0,46
9408,open,1.0,65
9409,close,-1.0,36
9410,open,1.0,33
9411,close,-1.0,38
9412,open,1.0,45
9413,close,-1.0,37
9414,open,1.0,37
9415,close,-1.0,25
9416,open,1.0,34
9417,close,-1.0,73
9418,open,1.0,44
9419,close,-1.0,33
9420,open,1.0,51
9421,close,-1.0,58
9422,open,1.0,32
9423,close,-1.0,44
9424,open,1.0,61
9425,close,-1.0,49
9426,open,1.0,36
9427,close,-1.0,34
9428,open,1.0,15
9429,close,-1.0,48
9430,open,1.0,22
9431,close,-1.0,50
9432,open,1.0,34
9433,close,-1.0,62
9434,open,1.0,27
9435,close,-1.0,37
9436,open,1.0,35
9437,close,-1.0,36
9438,open,1.0,47
9439,close,-1.0,34
9440,open,1.0,60
9441,close,-1.0,50
9442,open,1.0,45
9443,close,-1.0,33
9444,open,1.0,68
9445,close,-1.0,31
9446,open,1.0,46
9447,close,-1.0,30
9448,open,1.0,40
9449,close,-1.0,25
9450,open,1.0,52
9451,close,-1.0,34
9452,open,1.0,38
9453,close,-1.0,36
9454,open,1.0,26
9455,close,-1.0,37
9456,open,1.0,42
9457,close,-1.0,37
9458,open,1.0,29
9459,close,-1.0,37
9460,open,1.0,41
9461,close,-1.0,49
9462,open,1.0,16
9463,close,-1.0,90
9464,open,1.0,20
9465,close,-1.0,35
9466,open,1.0,10
9467,close,-1.0,37
9468,open,1.0,27
9469,close,-1.0,37
9470,open,1.0,47
9471,close,-1.0,43
9472,open,1.0,55
9473,close,-1.0,36
9474,open,1.0,10
9475,close,-1.0,43
9476,open,1.0,21
9477,close,-1.0,37
9478,open,1.0,31
9479,close,-1.0,37
9480,open,1.0,33
9481,close,-1.0,33
9482,open,1.0,54
9483,close,-1.0,34
9484,open,1.0,46
9485,close,-1.0,44
9486,open,1.0,41
9487,close,-1.0,39
9488,open,1.0,41
9489,close,-1.0,58
9490,open,1.0,48
9491,close,-1.0,24
9492,open,1.0,54
9493,close,-1.0,43
9494,open,1.0,39
9495,close,-1.0,52
9496,open,1.0,29
9497,close,-1.0,29
9498,open,1.0,20
9499,close,-1.0,35
9500,open,1.0,67
9501,close,-1.0,36
9502,open,1.0,40
9503,close,-1.0,34
9504,open,1.0,40
9505,close,-1.0,38
9506,open,1.0,66
9507,close,-1.0,32
9508,open,1.0,43
9509,close,-1.0,49
9510,open,1.0,50
9511,close,-1.0,39
9512,open,1.0,71
9513,close,-1.0,42
9514,open,1.0,52
9515,close,-1.0,56
9516,open,1.0,36
9517,close,-1.0,30
9518,open,1.0,35
9519,close,-1.0,61
9520,open,1.0,51
9521,close,-1.0,44
9522,open,1.0,32
9523,close,-1.0,37
9524,open,1.0,52
9525,close,-1.0,32
9526,open,1.0,67
9527,close,-1.0,56
9528,open,1.0,43
9529,close,-1.0,26
9530,open,1.0,38
9531,close,-1.0,30
9532,open,1.0,25
9533,close,-1.0,86
9534,open,1.0,24
9535,close,-1.0,27
9536,open,1.0,35
9537,close,-1.0,27
9538,open,1.0,11
9539,close,-1.0,39
9540,open,1.0,22
9541,close,-1.0,41
9542,open,1.0,11
9543,close,-1.0,42
9544,open,1.0,22
9545,close,-1.0,47
9546,open,1.0,14
9547,close,-1.0,52
9548,open,1.0,16
9549,close,-1.0,31
9550,open,1.0,11
9551,close,-1.0,63
9552,open,1.0,7
9553,close,-1.0,65
9554,open,1.0,16
9555,close,-1.0,29
9556,open,1.0,31
9557,close,-1.0,35
9558,open,1.0,16
9559,close,-1.0,29
9560,open,1.0,13
9561,close,-1.0,60
9562,open,1.0,35
9563,close,-1.0,40
9564,open,1.0,36
9565,close,-1.0,33
9566,open,1.0,42
9567,close,-1.0,5
9568,open,1.0,50
9569,close,-1.0,45
9570,open,1.0,41
9571,close,-1.0,52
9572,open,1.0,28
9573,close,-1.0,59
9574,open,1.0,44
9575,close,-1.0,25
9576,open,1.0,44
9577,close,-1.0,41
9578,open,1.0,39
9579,close,-1.0,40
9580,open,1.0,28
9581,close,-1.0,39
9582,open,1.0,39
9583,close,-1.0,40
9584,open,1.0,35
9585,close,-1.0,53
9586,open,1.0,22
9587,close,-1.0,46
9588,open,1.0,43
9589,close,-1.0,37
9590,open,1.0,98
9591,close,-1.0,36
9592,open,1.0,42
9593,close,-1.0,23
9594,open,1.0,74
9595,close,-1.0,46
9596,open,1.0,37
9597,close,-1.0,36
9598,open,1.0,60
9599,close,-1.0,53
9600,open,1.0,78
9601,close,-1.0,37
9602,open,1.0,51
9603,close,-1.0,36
9604,open,1.0,44
9605,close,-1.0,41
9606,open,1.0,36
9607,close,-1.0,39
9608,open,1.0,48
9609,close,-1.0,55
9610,open,1.0,55
9611,close,-1.0,52
9612,open,1.0,36
9613,close,-1.0,38
9614,open,1.0,35
9615,close,-1.0,38
9616,open,1.0,64
9617,close,-1.0,35
9618,open,1.0,41
9619,close,-1.0,34
9620,open,1.0,39
9621,close,-1.0,44
9622,open,1.0,58
9623,close,-1.0,31
9624,open,1.0,76
9625,close,-1.0,41
9626,open,1.0,44
9627,close,-1.0,39
9628,open,1.0,47
9629,close,-1.0,31
9630,open,1.0,37
9631,close,-1.0,36
9632,open,1.0,72
9633,close,-1.0,28
9634,open,1.0,42
9635,close,-1.0,38
9636,open,1.0,36
9637,close,-1.0,39
9638,open,1.0,29
9639,close,-1.0,73
9640,open,1.0,47
9641,close,-1.0,33
9642,open,1.0,20
9643,close,-1.0,37
9644,open,1.0,42
9645,close,-1.0,26
9646,open,1.0,72
9647,close,-1.0,34
9648,open,1.0,53
9649,close,-1.0,31
9650,open,1.0,40
9651,close,-1.0,45
9652,open,1.0,29
9653,close,-1.0,36
9654,open,1.0,28
9655,close,-1.0,23
9656,open,1.0,61
9657,close,-1.0,31
9658,open,1.0,38
9659,close,-1.0,35
9660,open,1.0,48
9661,close,-1.0,31
9662,open,1.0,68
9663,close,-1.0,61
9664,open,1.0,42
9665,close,-1.0,31
9666,open,1.0,40
9667,close,-1.0,28
9668,open,1.0,50
9669,close,-1.0,38
9670,open,1.0,33
9671,close,-1.0,28
9672,open,1.0,48
9673,close,-1.0,39
9674,open,1.0,29
9675,close,-1.0,34
9676,open,1.0,62
9677,close,-1.0,43
9678,open,1.0,56
9679,close,-1.0,30
9680,open,1.0,17
9681,close,-1.0,42
9682,open,1.0,12
9683,close,-1.0,45
9684,open,1.0,15
9685,close,-1.0,42
9686,open,1.0,21
9687,close,-1.0,46
9688,open,1.0,19
9689,close,-1.0,24
9690,open,1.0,22
9691,close,-1.0,34
9692,open,1.0,44
9693,close,-1.0,31
9694,open,1.0,52
9695,close,-1.0,35
9696,open,1.0,39
9697,close,-1.0,32
9698,open,1.0,47
9699,close,-1.0,29
9700,open,1.0,49
9701,close,-1.0,22
9702,open,1.0,44
9703,close,-1.0,37
9704,open,1.0,48
9705,close,-1.0,35
9706,open,1.0,27
9707,close,-1.0,31
9708,open,1.0,45
9709,close,-1.0,29
9710,open,1.0,26
9711,close,-1.0,30
9712,open,1.0,46
9713,close,-1.0,59
9714,open,1.0,57
9715,close,-1.0,38
9716,open,1.0,38
9717,close,-1.0,34
9718,open,1.0,44
9719,close,-1.0,35
9720,open,1.0,44
9721,close,-1.0,39
9722,open,1.0,46
9723,close,-1.0,41
9724,open,1.0,45
9725,close,-1.0,29
9726,open,1.0,28
9727,close,-1.0,33
9728,open,1.0,16
9729,close,-1.0,49
9730,open,1.0,29
9731,close,-1.0,35
9732,open,1.0,42
9733,close,-1.0,27
9734,open,1.0,28
9735,close,-1.0,29
9736,open,1.0,35
9737,close,-1.0,34
9738,open,1.0,55
9739,close,-1.0,42
9740,open,1.0,50
9741,close,-1.0,50
9742,open,1.0,47
9743,close,-1.0,33
9744,open,1.0,46
9745,close,-1.0,56
9746,open,1.0,34
9747,close,-1.0,26
9748,open,1.0,52
9749,close,-1.0,36
9750,open,1.0,61
9751,close,-1.0,44
9752,open,1.0,32
9753,close,-1.0,30
9754,open,1.0,40
9755,close,-1.0,33
9756,open,1.0,66
9757,close,-1.0,37
9758,open,1.0,30
9759,close,-1.0,54
9760,open,1.0,46
9761,close,-1.0,42
9762,open,1.0,57
9763,close,-1.0,39
9764,open,1.0,31
9765,close,-1.0,70
9766,open,1.0,72
9767,close,-1.0,33
9768,open,1.0,32
9769,close,-1.0,38
9770,open,1.0,47
9771,close,-1.0,40
9772,open,1.0,11
9773,close,-1.0,73
9774,open,1.0,19
9775,close,-1.0,29
9776,open,1.0,11
9777,close,-1.0,36
9778,open,1.0,18
9779,close,-1.0,30
9780,open,1.0,9
9781,close,-1.0,41
9782,open,1.0,31
9783,close,-1.0,38
9784,open,1.0,40
9785,close,-1.0,53
9786,open,1.0,34
9787,close,-1.0,25
9788,open,1.0,67
9789,close,-1.0,39
9790,open,1.0,24
9791,close,-1.0,41
9792,open,1.0,52
9793,close,-1.0,37
9794,open,1.0,45
9795,close,-1.0,35
9796,open,1.0,32
9797,close,-1.0,43
9798,open,1.0,40
9799,close,-1.0,29
9800,open,1.0,33
9801,close,-1.0,41
9802,open,1.0,28
9803,close,-1.0,38
9804,open,1.0,13
9805,close,-1.0,41
9806,open,1.0,28
9807,close,-1.0,44
9808,open,1.0,49
