episode_index,split,environment,source_split,raw_segment_id,raw_episode_id,raw_episode_start,raw_episode_end,segment_start,segment_end,segment_length,task_name,language_text,language_embedding_dim,language_embedding_sha1,max_valid_actions_from_first_frame,requires_action_padding_for_chunk
464,train,B,training,1458,57,408002,424674,424028,424092,65,rotate_pink_block_left,"grasp the pink block, then turn it left",384,de3f173b043eb2d7bf9c5376b746c21ca1d45edd,65,1
465,train,B,training,1459,25,123655,144539,141792,141856,65,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,65,1
466,train,B,training,1464,30,162212,168817,165555,165619,65,rotate_blue_block_left,rotate the blue block 90 degrees to the left,384,d4d30a0e60f84f90940a2071f747edc28f879c8d,65,1
467,train,B,training,1465,55,356202,398271,379506,379570,65,lift_red_block_drawer,go towards the red block in the drawer and pick it up,384,fa06be2fefd7f5663e2bca4c839dda5ef623a36a,65,1
468,train,B,training,1466,61,456757,500843,492231,492265,35,lift_red_block_table,"grasp the red block on the table, then lift it up",384,2d9221ef21de050b2f10f4cb75a426d22f35a6d2,35,1
469,train,B,training,1468,58,424675,435434,434540,434604,65,lift_red_block_drawer,pick up the red block in the drawer,384,b3d42ffc810f4bf7678e8a5f0d965401b02446aa,65,1
470,train,B,training,1473,62,500844,532402,524386,524450,65,rotate_pink_block_left,take the pink block and turn it left,384,6d2b6c53ce6f339240401aaa80d9a57f74b9e4fc,65,1
471,train,B,training,1481,56,398272,408001,402728,402792,65,lift_red_block_drawer,go towards the red block in the drawer and pick it up,384,fa06be2fefd7f5663e2bca4c839dda5ef623a36a,65,1
472,train,B,training,1483,61,456757,500843,484640,484704,65,rotate_red_block_left,grasp the red block and turn it left,384,55a81b19fbdcd9b87e944aa74f58f471c69bcd83,65,1
473,train,B,training,1486,58,424675,435434,427552,427616,65,rotate_red_block_left,grasp the red block and turn it left,384,55a81b19fbdcd9b87e944aa74f58f471c69bcd83,65,1
474,train,B,training,1490,16,72876,74330,74068,74132,65,lift_red_block_drawer,go towards the red block in the drawer and lift it,384,d049a3bf8023c9a4f55d91e0d6508b79f9b268c5,65,1
475,train,B,training,1495,10,41202,49469,41800,41864,65,lift_blue_block_slider,in the slider pick up the blue block,384,a48ed0822d9f3787c22ebf087df252dfac48c17a,65,1
476,train,B,training,1497,64,565778,589422,574009,574073,65,lift_pink_block_drawer,grasp the pink block from the drawer,384,3f32fa123cae56da78982e779ae426ef2b59e815,65,1
477,train,B,training,1500,30,162212,168817,167831,167895,65,lift_pink_block_table,grasp the pink block and lift it up,384,8cee7d139c9f1d4d54843da7cb311e56666b1400,65,1
478,train,B,training,1502,62,500844,532402,522307,522347,41,lift_red_block_drawer,grasp the red block in the drawer,384,fde83c2cd7554b90751c46fd1915e8e2459936f1,41,1
479,train,B,training,1504,61,456757,500843,459946,460010,65,lift_red_block_drawer,go towards the red block in the drawer and lift it,384,d049a3bf8023c9a4f55d91e0d6508b79f9b268c5,65,1
480,train,B,training,1507,63,532403,565777,540639,540703,65,lift_red_block_slider,lift the red block lying on the shelf,384,c51b85368b5e38ca51d033955b426f527d04ff85,65,1
481,train,B,training,1509,57,408002,424674,420628,420692,65,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,65,1
482,train,B,training,1511,3,9790,20069,10459,10496,38,push_pink_block_right,go push the pink block to the right,384,993cbf3a9308899cb79d4a09646feab09e911b98,38,1
483,train,B,training,1515,32,170104,180357,179877,179941,65,lift_blue_block_drawer,grasp the blue block from the drawer,384,a45fd67325c6ef6095ce40b399933f3eb256375d,65,1
484,train,B,training,1519,7,29482,34462,30160,30197,38,push_into_drawer,sweep the block into the drawer,384,f4aedb67519e045bb416f7434f0beaefb31181b6,38,1
485,train,B,training,1520,28,153962,158236,154676,154740,65,push_blue_block_right,go slide the blue block to the right,384,8ade1cbdd92c9189a21c1de0d10552341b70efab,65,1
486,train,B,training,1523,61,456757,500843,499569,499633,65,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,65,1
487,train,B,training,1525,59,435435,451284,441929,441993,65,push_red_block_left,sweep the red block to the left,384,5709e27e0a7b4d1629d8d0d27c3694bee269d2c2,65,1
488,train,B,training,1526,27,152168,153961,153767,153831,65,push_into_drawer,push the object into the drawer,384,6fdd4f827711cb97e7ff5569835c19e18211826f,65,1
489,train,B,training,1528,39,218801,223461,222775,222839,65,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,65,1
490,train,B,training,1530,55,356202,398271,357721,357785,65,lift_red_block_slider,lift the red block lying on the shelf,384,c51b85368b5e38ca51d033955b426f527d04ff85,65,1
491,train,B,training,1532,44,244739,265077,257222,257286,65,rotate_pink_block_left,grasp the pink block and turn it left,384,9e2f9a562e8b07cbd7bf8b6cd7a6a94c077384a4,65,1
492,train,B,training,1534,55,356202,398271,393734,393798,65,push_pink_block_right,push the pink block to the right,384,62b88c19800022a8267082f8f1650358647315b2,65,1
493,train,B,training,1535,25,123655,144539,137579,137643,65,lift_pink_block_table,lift the pink block up,384,83a446984803a4afe11a88dc733d83f39bbc430a,65,1
494,train,B,training,1547,25,123655,144539,139068,139132,65,lift_pink_block_slider,pick up the pink block in the sliding cabinet,384,888b52dd1ef48b1356e5363ea7c87c66ddb01975,65,1
495,train,B,training,1548,45,265078,267288,266414,266478,65,push_pink_block_left,push the pink block towards the left,384,130041d9dfe341a304c59772e119b71529987007,65,1
496,train,B,training,1558,44,244739,265077,254129,254173,45,push_into_drawer,slide the block into the drawer,384,b8dd0c86f33096de7277562b2e1860c3fb50923b,45,1
497,train,B,training,1560,48,272233,289411,274987,275051,65,lift_red_block_slider,grasp the red block lying in the cabinet,384,9fbba077c9cd38c140406c62e0548966c4727f56,65,1
498,train,B,training,1564,40,223462,228697,228191,228255,65,rotate_blue_block_left,"grasp the blue block, then turn it left",384,b325a37d3fa8d03c19e2ccc2163ee63d50cf851e,65,1
499,train,B,training,1575,22,97535,103605,102556,102620,65,rotate_pink_block_left,rotate the pink block to the left,384,687ee9c194a1ec573c114e2fb249d2a8250fbe98,65,1
500,train,B,training,1580,61,456757,500843,470435,470480,46,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,46,1
501,train,B,training,1584,64,565778,589422,575038,575102,65,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,65,1
502,train,B,training,1588,32,170104,180357,179068,179132,65,lift_red_block_slider,in the slider pick up the red block,384,4209dcc2b898057b3bbee4e9de2cdb6b223a0cd6,65,1
503,train,B,training,1591,53,322958,349180,330362,330426,65,lift_blue_block_slider,lift the blue block lying in the slider,384,a7db57c2927291e892f4aa2e8296ccf998521581,65,1
504,train,B,training,1592,61,456757,500843,486142,486206,65,lift_blue_block_table,pick up the blue block from the table,384,1d6103efc27c234f1a813cc7343dfc47481a2b21,65,1
505,train,B,training,1596,62,500844,532402,531152,531189,38,push_red_block_left,push the red block to the left,384,6d0bb43653fd41ca88339b7c429959e8e1699d39,38,1
506,train,B,training,1597,49,289412,291365,289933,289967,35,push_into_drawer,sweep the object into the drawer,384,42eeabc36fb7682d5797efc33eab46c3d88e7591,35,1
507,train,B,training,1600,59,435435,451284,443695,443759,65,rotate_blue_block_left,grasp the blue block and turn it left,384,68fff93df43c1ecbdaee03c4b97b8a861d09d67b,65,1
508,train,B,training,1601,27,152168,153961,153679,153743,65,lift_blue_block_table,grasp the blue block on the table and lift it up,384,27b25bb209015194841a5d35fffa864d37db1fc0,65,1
509,train,B,training,1602,54,349181,356201,355148,355212,65,push_pink_block_right,slide the pink block to the right,384,4b155e011a41adfd4e6625d546138db797c19ba0,65,1
510,train,B,training,1604,45,265078,267288,265190,265254,65,lift_blue_block_slider,lift the blue block lying on the shelf,384,bc0ff0060a95e433fd0ff9e16223f1c7dfb11157,65,1
511,train,B,training,1605,55,356202,398271,393780,393844,65,push_pink_block_right,push right the pink block,384,30807fed4d9963f7e5992823e1259898984ae58e,65,1
512,train,B,training,1612,39,218801,223461,221855,221919,65,push_red_block_left,push the red block towards the left,384,29023fd16fdfda1fd26b308e8f3ff42668ebcd95,65,1
513,train,B,training,1618,10,41202,49469,42521,42585,65,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,65,1
514,train,B,training,1620,11,49470,54831,52977,53041,65,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,65,1
515,train,B,training,1634,55,356202,398271,357389,357453,65,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,65,1
516,train,B,training,1635,38,212691,218800,218068,218132,65,lift_red_block_slider,in the sliding cabinet grasp the red block,384,3d2c744d0c04588154f8792501667e5c8464407a,65,1
517,train,B,training,1636,10,41202,49469,43632,43696,65,push_red_block_right,go push the red block to the right,384,64a95f4507723c19e9da9f78abf24ce30f29af6e,65,1
518,train,B,training,1639,19,85088,94884,93869,93910,42,push_red_block_left,push the red block to the left,384,6d0bb43653fd41ca88339b7c429959e8e1699d39,42,1
519,train,B,training,1648,55,356202,398271,365829,365893,65,rotate_pink_block_left,grasp the pink block and turn it left,384,9e2f9a562e8b07cbd7bf8b6cd7a6a94c077384a4,65,1
520,train,B,training,1653,55,356202,398271,361658,361722,65,rotate_red_block_left,turn the red block left,384,bb3f7e533f9daceb80b6146e169323fdd34f7da4,65,1
521,train,B,training,1654,26,144540,152167,149644,149708,65,lift_blue_block_slider,lift the blue block lying in the sliding cabinet,384,1214c9637f7244321177a06531b9882ead19a520,65,1
522,train,B,training,1657,53,322958,349180,345185,345249,65,lift_pink_block_slider,in the sliding cabinet grasp the pink block,384,6cdeb0a8836768bee83f6110cb3e2bdcc7152711,65,1
523,train,B,training,1658,47,267917,272232,268383,268447,65,lift_pink_block_slider,pick up the pink block from the shelf,384,561c2fa5ecd38dab6beafcf16d2c486b556aa73f,65,1
524,train,B,training,1661,61,456757,500843,457012,457076,65,lift_pink_block_slider,lift the pink block lying in the slider,384,a41aaa8a4b88b1554ea3629a44e4dac458b0c45e,65,1
525,train,B,training,1664,48,272233,289411,286672,286736,65,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,65,1
526,train,B,training,1666,11,49470,54831,51277,51318,42,push_red_block_right,sweep the red block to the right,384,3742390a8ebdea180835091333a6b33107658769,42,1
527,train,B,training,1667,63,532403,565777,561119,561183,65,rotate_pink_block_left,rotate the pink block to the left,384,687ee9c194a1ec573c114e2fb249d2a8250fbe98,65,1
528,train,B,training,1668,48,272233,289411,278443,278507,65,lift_pink_block_slider,lift the pink block lying in the sliding cabinet,384,b09d58b273cc22f5f50c086843dd25bed75bbfed,65,1
529,train,B,training,1673,59,435435,451284,450324,450388,65,rotate_red_block_left,grasp the red block and turn it left,384,55a81b19fbdcd9b87e944aa74f58f471c69bcd83,65,1
530,train,B,training,1674,55,356202,398271,361734,361798,65,lift_pink_block_slider,in the slider grasp the pink block,384,115286914dcd95ea434762b3b54528b673ce591f,65,1
531,train,B,training,1678,48,272233,289411,288694,288758,65,push_blue_block_left,push left the blue block,384,780e3f076adbd60e19482b0d1ca766b236a5caf8,65,1
532,train,B,training,1682,25,123655,144539,137129,137193,65,push_red_block_right,slide the red block to the right,384,e2e73c023f10042acf9dca157a7e7b58202281ff,65,1
533,train,B,training,1686,32,170104,180357,177100,177164,65,rotate_blue_block_left,grasp the blue block and turn it left,384,68fff93df43c1ecbdaee03c4b97b8a861d09d67b,65,1
534,train,B,training,1688,30,162212,168817,167087,167151,65,lift_pink_block_slider,in the slider pick up the pink block,384,6e2b9ea3dea7fa4b03cba28e8bbd85eab4537e4b,65,1
535,train,B,training,1691,35,192093,196870,194606,194670,65,push_pink_block_left,slide the pink block towards the left,384,7a54cce9b76747eaf703d94599e7523d48414bda,65,1
536,train,B,training,1694,65,589423,596230,593286,593350,65,rotate_blue_block_right,turn the blue block right,384,16eaa659ea54d3cbdeaaeea176245c29865adcc6,65,1
537,train,B,training,1695,57,408002,424674,411229,411293,65,push_pink_block_left,push left the pink block,384,08c1578b5020868a9ec2308ad7895f49743cb133,65,1
538,train,B,training,1696,32,170104,180357,175807,175871,65,rotate_blue_block_left,turn the blue block left,384,9725253cdce0d5578eb124e62fa310766b4c9323,65,1
539,train,B,training,1700,42,233104,239942,233210,233274,65,rotate_blue_block_left,rotate the blue block towards the left,384,55da5a9157993417f2123ff23fb085353de8a0fd,65,1
540,train,B,training,1704,59,435435,451284,450251,450315,65,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,65,1
541,train,B,training,1706,42,233104,239942,238258,238322,65,rotate_blue_block_right,take the blue block and turn it right,384,7755ea9e7b4fa28b79e79fad5631e9db00f6e555,65,1
542,train,B,training,1707,14,61336,66822,63343,63407,65,lift_blue_block_slider,in the slider grasp the blue block,384,9534ad4781291b54ba91716132287d5d58959912,65,1
543,train,B,training,1709,30,162212,168817,162550,162590,41,push_pink_block_left,slide the pink block towards the left,384,7a54cce9b76747eaf703d94599e7523d48414bda,41,1
544,train,B,training,1713,63,532403,565777,549015,549079,65,push_blue_block_right,push right the blue block,384,1dd3bdaaca290fa4e79130e1438a28f6a614fccb,65,1
545,train,B,training,1714,63,532403,565777,562667,562703,37,lift_blue_block_slider,pick up the blue block in the sliding cabinet,384,93d4c74f7bac280db07dd0e93837c4eabb45875e,37,1
546,train,B,training,1715,62,500844,532402,522070,522134,65,push_pink_block_right,push the pink block to the right,384,62b88c19800022a8267082f8f1650358647315b2,65,1
547,train,B,training,1717,23,103606,114063,112223,112263,41,push_pink_block_left,go push the pink block to the left,384,8b3ea60e6738844286a4750ff98a5a672df51fd3,41,1
548,train,B,training,1718,58,424675,435434,431721,431785,65,rotate_blue_block_left,grasp the blue block and rotate it left,384,3d4f1a44722753c566dd0de22954bee95a0792bb,65,1
549,train,B,training,1719,40,223462,228697,228184,228248,65,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,65,1
550,train,B,training,1726,62,500844,532402,514683,514747,65,rotate_red_block_left,take the red block and rotate it left,384,35966979f367f7a996a9aa67a673c590d0ff5e09,65,1
551,train,B,training,1728,61,456757,500843,470907,470971,65,push_blue_block_left,push the blue block towards the left,384,a0c33934c0ac7f78e1b9b66f288d7fb8e52c08c8,65,1
552,train,B,training,1729,60,451285,456756,454866,454930,65,push_blue_block_right,go slide the blue block to the right,384,8ade1cbdd92c9189a21c1de0d10552341b70efab,65,1
553,train,B,training,1730,44,244739,265077,259443,259488,46,rotate_red_block_left,rotate left the red block,384,e87f671b912d61fe90616123c698b13abe6ec940,46,1
554,train,B,training,1731,52,301603,322957,314629,314693,65,push_red_block_right,push the red block towards the right,384,8cc607b608c86db63fb423c5c54451cd00a65af7,65,1
555,train,B,training,1732,0,0,3686,1931,1995,65,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,65,1
556,train,B,training,1737,62,500844,532402,511510,511574,65,rotate_red_block_left,grasp the red block and rotate it left,384,9586289d8b00ce6baed02eee0c9d0209e0ce53f8,65,1
557,train,B,training,1738,45,265078,267288,267067,267131,65,push_pink_block_right,push the pink block to the right,384,62b88c19800022a8267082f8f1650358647315b2,65,1
558,train,B,training,1741,25,123655,144539,136056,136120,65,rotate_pink_block_right,"grasp the pink block, then rotate it right",384,d24993a3d88f96d0ae405575e4eabd8c9d8f859e,65,1
559,train,B,training,1744,25,123655,144539,138413,138477,65,push_pink_block_left,slide left the pink block,384,5ced633f5b803fe006ff87edefdedcef53615830,65,1
560,train,B,training,1746,29,158237,162211,158844,158908,65,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,65,1
561,train,B,training,1747,52,301603,322957,304614,304678,65,push_blue_block_left,push the blue block to the left,384,d0ae78bafa6d8418dbf84197e3dd2abe3a8769d2,65,1
562,train,B,training,1748,64,565778,589422,566510,566574,65,rotate_blue_block_left,rotate left the blue block,384,ac0ad3702d4d93648fd15cd638e52b39b49562be,65,1
563,train,B,training,1749,24,114064,123654,121416,121480,65,push_red_block_left,push the red block towards the left,384,29023fd16fdfda1fd26b308e8f3ff42668ebcd95,65,1
564,train,B,training,1750,36,196871,204386,201502,201566,65,push_red_block_left,push the red block towards the left,384,29023fd16fdfda1fd26b308e8f3ff42668ebcd95,65,1
565,train,B,training,1755,62,500844,532402,508406,508470,65,push_pink_block_left,push left the pink block,384,08c1578b5020868a9ec2308ad7895f49743cb133,65,1
566,train,B,training,1757,62,500844,532402,504280,504344,65,rotate_pink_block_left,take the pink block and rotate it left,384,3258a8511db67bf1e336c7818a297d295aa6c711,65,1
567,train,B,training,1758,34,184482,192092,191465,191503,39,push_pink_block_right,slide the pink block to the right,384,4b155e011a41adfd4e6625d546138db797c19ba0,39,1
568,train,B,training,1759,55,356202,398271,380358,380422,65,push_pink_block_left,slide left the pink block,384,5ced633f5b803fe006ff87edefdedcef53615830,65,1
569,train,B,training,1761,19,85088,94884,91757,91821,65,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,65,1
570,train,B,training,1765,45,265078,267288,265435,265499,65,rotate_pink_block_left,turn the pink block left,384,869590ce0eab1c79ea39144bc47c7ffe6992cb6b,65,1
571,train,B,training,1767,63,532403,565777,548940,548977,38,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,38,1
572,train,B,training,1769,44,244739,265077,256371,256435,65,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,65,1
573,train,B,training,1770,63,532403,565777,543337,543401,65,rotate_red_block_left,"grasp the red block, then turn it left",384,e99ca4fc7f76293668a8aba6efacf6fe3b9942ec,65,1
574,train,B,training,1771,20,94885,96130,95042,95106,65,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,65,1
575,train,B,training,1774,61,456757,500843,489614,489678,65,push_pink_block_left,push left the pink block,384,08c1578b5020868a9ec2308ad7895f49743cb133,65,1
576,train,B,training,1775,64,565778,589422,569729,569793,65,rotate_red_block_left,rotate left the red block,384,e87f671b912d61fe90616123c698b13abe6ec940,65,1
577,train,B,training,1787,32,170104,180357,177374,177438,65,rotate_pink_block_right,take the pink block and rotate it right,384,209df8370f782818deb68778288e7f0e4d1ab8b7,65,1
578,train,B,training,1791,12,54832,58395,57136,57169,34,push_blue_block_left,go push the blue block to the left,384,e9dd06006e6a32741ec44c1bbd1804379843d9dc,34,1
579,train,B,training,1794,32,170104,180357,177104,177168,65,rotate_blue_block_left,grasp the blue block and rotate it left,384,3d4f1a44722753c566dd0de22954bee95a0792bb,65,1
580,train,B,training,1795,63,532403,565777,543291,543333,43,rotate_blue_block_left,rotate the blue block towards the left,384,55da5a9157993417f2123ff23fb085353de8a0fd,43,1
581,train,B,training,1799,50,291366,300898,295600,295664,65,push_pink_block_left,push the pink block towards the left,384,130041d9dfe341a304c59772e119b71529987007,65,1
582,train,B,training,1801,62,500844,532402,514684,514748,65,rotate_red_block_left,rotate the red block towards the left,384,a9e0abcc4b7632fbc290c61c4ad1e2d578a3d44c,65,1
583,train,B,training,1806,12,54832,58395,56581,56615,35,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,35,1
584,train,B,training,1812,53,322958,349180,323305,323369,65,rotate_red_block_left,rotate the red block to the left,384,812e6965d94bcc493eccd584b2a08ce9dadf4930,65,1
585,train,B,training,1814,13,58396,61335,60507,60571,65,rotate_blue_block_left,"grasp the blue block, then turn it left",384,b325a37d3fa8d03c19e2ccc2163ee63d50cf851e,65,1
586,train,B,training,1818,11,49470,54831,49822,49857,36,push_blue_block_right,push right the blue block,384,1dd3bdaaca290fa4e79130e1438a28f6a614fccb,36,1
587,train,B,training,1820,36,196871,204386,199996,200060,65,rotate_blue_block_right,rotate right the blue block,384,4e1bfda8fa001d386d95f0b2b3e61c31960dd640,65,1
588,train,B,training,1823,23,103606,114063,112225,112261,37,push_pink_block_left,push the pink block to the left,384,2a1e53f710e3634047642a6088ea0594aa132a7b,37,1
589,train,B,training,1824,36,196871,204386,200005,200069,65,rotate_blue_block_right,turn the blue block right,384,16eaa659ea54d3cbdeaaeea176245c29865adcc6,65,1
590,train,B,training,1825,20,94885,96130,95044,95108,65,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,65,1
591,train,B,training,1833,26,144540,152167,147775,147839,65,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,65,1
592,train,B,training,1836,63,532403,565777,546460,546524,65,rotate_blue_block_right,rotate right the blue block,384,4e1bfda8fa001d386d95f0b2b3e61c31960dd640,65,1
593,train,B,training,1850,59,435435,451284,441374,441438,65,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,65,1
594,train,B,training,1855,1,3687,7911,3804,3868,65,push_blue_block_right,slide right the blue block,384,8364d5cb36dd5d8f615a0091742e2e927ade59a8,65,1
595,train,B,training,1858,64,565778,589422,576132,576196,65,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,65,1
596,train,B,training,1861,57,408002,424674,424341,424405,65,push_blue_block_right,sweep the blue block to the right,384,7dca460b2abb8068da8765cb1c37ed668ace033f,65,1
597,train,B,training,1866,48,272233,289411,275824,275888,65,rotate_red_block_left,rotate left the red block,384,e87f671b912d61fe90616123c698b13abe6ec940,65,1
598,train,B,training,1868,52,301603,322957,315923,315987,65,rotate_blue_block_left,rotate the blue block 90 degrees to the left,384,d4d30a0e60f84f90940a2071f747edc28f879c8d,65,1
599,train,B,training,1869,54,349181,356201,352174,352238,65,rotate_pink_block_left,"grasp the pink block, then rotate it left",384,4e36abc3aba1566ba67cca77d430c7a05077b046,65,1
600,train,B,training,1873,56,398272,408001,405144,405208,65,push_red_block_right,slide the red block towards the right,384,486a13630c24209867e863f9d4609dcf011d9e27,65,1
601,train,B,training,1876,30,162212,168817,164603,164667,65,push_blue_block_left,push left the blue block,384,780e3f076adbd60e19482b0d1ca766b236a5caf8,65,1
602,train,B,training,1879,61,456757,500843,471335,471374,40,rotate_pink_block_left,grasp the pink block and rotate it left,384,70cf06809b089cf783b3fcd8a337ef8944b71b49,40,1
603,train,B,training,1883,53,322958,349180,333789,333853,65,rotate_pink_block_left,turn the pink block left,384,869590ce0eab1c79ea39144bc47c7ffe6992cb6b,65,1
604,train,B,training,1885,25,123655,144539,140174,140213,40,push_red_block_right,slide the red block to the right,384,e2e73c023f10042acf9dca157a7e7b58202281ff,40,1
605,train,B,training,1886,63,532403,565777,537881,537921,41,push_red_block_left,slide the red block to the left,384,5c23ec58f4678e7e111f1518edbfaf6648bb46bd,41,1
606,train,B,training,1887,57,408002,424674,423624,423688,65,rotate_pink_block_left,rotate left the pink block,384,0147f2e79b8d09fd6bb69017fed43deac24add50,65,1
607,train,B,training,1893,43,239943,244738,241671,241735,65,push_red_block_left,push the red block to the left,384,6d0bb43653fd41ca88339b7c429959e8e1699d39,65,1
608,train,B,training,1895,42,233104,239942,238660,238724,65,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,65,1
609,train,B,training,1896,48,272233,289411,273916,273962,47,rotate_red_block_right,rotate the red block to the right,384,8c999fe9e41c2d543a9c5474ce95c3d11e5135c2,47,1
610,train,B,training,1897,58,424675,435434,428450,428514,65,rotate_blue_block_right,turn the blue block right,384,16eaa659ea54d3cbdeaaeea176245c29865adcc6,65,1
611,train,B,training,1898,57,408002,424674,423633,423697,65,rotate_pink_block_left,rotate the pink block to the left,384,687ee9c194a1ec573c114e2fb249d2a8250fbe98,65,1
612,train,B,training,1901,46,267289,267916,267596,267660,65,push_blue_block_right,sweep the blue block to the right,384,7dca460b2abb8068da8765cb1c37ed668ace033f,65,1
613,train,B,training,1902,24,114064,123654,119519,119552,34,push_red_block_left,go push the red block to the left,384,66bec0d1b96fe300e3019408ab9d9158a52df6ad,34,1
614,train,B,training,1906,52,301603,322957,304618,304682,65,push_blue_block_left,push the blue block to the left,384,d0ae78bafa6d8418dbf84197e3dd2abe3a8769d2,65,1
615,train,B,training,1908,57,408002,424674,420587,420624,38,push_blue_block_left,slide the blue block to the left,384,34e1e97e07e78b1a94e5bb6db4c5f6d2eaac35a0,38,1
616,train,B,training,1917,53,322958,349180,337960,338024,65,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,65,1
617,train,B,training,1920,55,356202,398271,372377,372441,65,rotate_blue_block_right,take the blue block and rotate it right,384,bf42fb3183fbde71ca0e26861b90103807857a01,65,1
618,train,B,training,1921,24,114064,123654,117722,117786,65,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,65,1
619,train,B,training,1927,19,85088,94884,92262,92326,65,push_blue_block_right,sweep the blue block to the right,384,7dca460b2abb8068da8765cb1c37ed668ace033f,65,1
620,train,B,training,1938,18,79401,85087,81831,81868,38,push_blue_block_left,go slide the blue block to the left,384,d5a9fbe21aa644a5d782f4c4a424bf7d9b720751,38,1
621,train,B,training,1940,55,356202,398271,363249,363289,41,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,41,1
622,train,B,training,1941,63,532403,565777,546450,546514,65,rotate_blue_block_right,rotate the blue block 90 degrees to the right,384,151cc11ec0850b4541da59dbe44d4a314ad6f6a5,65,1
623,train,B,training,1942,55,356202,398271,390138,390202,65,rotate_blue_block_right,turn the blue block right,384,16eaa659ea54d3cbdeaaeea176245c29865adcc6,65,1
624,train,B,training,1950,50,291366,300898,295906,295970,65,push_pink_block_right,go push the pink block to the right,384,993cbf3a9308899cb79d4a09646feab09e911b98,65,1
625,train,B,training,1954,55,356202,398271,378433,378468,36,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,36,1
626,train,B,training,1956,55,356202,398271,372448,372492,45,push_blue_block_left,push the blue block to the left,384,d0ae78bafa6d8418dbf84197e3dd2abe3a8769d2,45,1
627,train,B,training,1957,19,85088,94884,94384,94448,65,rotate_red_block_right,rotate right the red block,384,cf312b999d36fa26a70f5e4b74ddaecc9a6cb343,65,1
628,train,B,training,1962,50,291366,300898,299750,299786,37,push_blue_block_left,go push the blue block to the left,384,f5b257c47e60c5db6d2b6cba710661bb7771c206,37,1
629,train,B,training,1964,63,532403,565777,543669,543733,65,rotate_red_block_left,rotate left the red block,384,e87f671b912d61fe90616123c698b13abe6ec940,65,1
630,train,B,training,1966,54,349181,356201,355087,355151,65,push_pink_block_left,slide left the pink block,384,5ced633f5b803fe006ff87edefdedcef53615830,65,1
631,train,B,training,1968,53,322958,349180,340130,340194,65,push_pink_block_right,slide the pink block to the right,384,4b155e011a41adfd4e6625d546138db797c19ba0,65,1
632,train,B,training,1971,44,244739,265077,255556,255620,65,push_red_block_left,sweep the red block to the left,384,5709e27e0a7b4d1629d8d0d27c3694bee269d2c2,65,1
633,train,B,training,1977,44,244739,265077,247933,247997,65,rotate_blue_block_right,"grasp the blue block, then turn it right",384,172302c50428a96220c94630019b9a90a6c4bfa3,65,1
634,train,B,training,1979,25,123655,144539,124655,124719,65,rotate_pink_block_right,rotate the pink block towards the right,384,e8d3aa39e138b429a5f67a6f5b711af9cfc2f43e,65,1
