episode_index,split,environment,source_split,raw_segment_id,raw_episode_id,raw_episode_start,raw_episode_end,segment_start,segment_end,segment_length,task_name,language_text,language_embedding_dim,language_embedding_sha1,max_valid_actions_from_first_frame,requires_action_padding_for_chunk
1728,train,A,training,5828,139,1647527,1657975,1651806,1651870,65,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,65,1
1729,train,A,training,5836,110,1248613,1255668,1253438,1253502,65,rotate_blue_block_right,take the blue block and rotate it right,384,bf42fb3183fbde71ca0e26861b90103807857a01,65,1
1730,train,A,training,5838,134,1533348,1557988,1539599,1539663,65,rotate_red_block_left,take the red block and turn it left,384,d55eebbbab34d1898db8fccacd253916a5fdb7bc,65,1
1731,train,A,training,5843,137,1605554,1620910,1609559,1609623,65,stack_block,put the block on top of another block,384,8812e084abcbd2ffce736f4d08810d50eced4c88,65,1
1732,train,A,training,5844,124,1388506,1412386,1403109,1403173,65,lift_red_block_table,lift the red block from the table,384,b4b629d919989ceafbaa2d72be63931cc452de03,65,1
1733,train,A,training,5849,133,1502218,1533347,1507652,1507716,65,rotate_pink_block_left,grasp the pink block and rotate it left,384,70cf06809b089cf783b3fcd8a337ef8944b71b49,65,1
1734,train,A,training,5856,119,1352229,1362443,1356145,1356209,65,turn_off_lightbulb,turn off the yellow light,384,e3db69a952eb342853463d5cb49cac10131199b3,65,1
1735,train,A,training,5873,134,1533348,1557988,1548151,1548215,65,push_red_block_left,go slide the red block to the left,384,4f49e32c3c49dadc5b8061232b83071503ccd911,65,1
1736,train,A,training,5874,136,1573799,1605553,1594483,1594547,65,turn_off_lightbulb,move the light switch to turn off the light bulb,384,58dfe59c301632da61f977fa80102daeadcc266c,65,1
1737,train,A,training,5877,132,1493049,1502217,1497778,1497842,65,lift_blue_block_drawer,lift the blue block lying in the drawer,384,ec6186bd366792da600f715fb02cd2154afbf97e,65,1
1738,train,A,training,5881,143,1709798,1741070,1715681,1715728,48,push_blue_block_right,slide the blue block to the right,384,095734881ae65c354b8095e880921d166ec24bfd,48,1
1739,train,A,training,5882,141,1673771,1700474,1699630,1699694,65,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,65,1
1740,train,A,training,5883,136,1573799,1605553,1577969,1578033,65,lift_pink_block_drawer,grasp the pink block from the drawer,384,3f32fa123cae56da78982e779ae426ef2b59e815,65,1
1741,train,A,training,5887,144,1741071,1769597,1745303,1745367,65,lift_blue_block_drawer,go towards the blue block in the drawer and lift it,384,c273bef3a05f8387d8561e5edac9d512902b88e7,65,1
1742,train,A,training,5889,125,1412387,1442003,1413394,1413458,65,lift_blue_block_table,lift the blue block from the table,384,4eac1fe2581446a51eacdf5fbc9236993269dbb8,65,1
1743,train,A,training,5891,114,1305466,1309994,1307909,1307973,65,lift_blue_block_slider,lift the blue block on the shelf,384,5d185e14586828c76dd587f91b1d016224c26f60,65,1
1744,train,A,training,5892,139,1647527,1657975,1649061,1649125,65,rotate_red_block_left,grasp the red block and rotate it left,384,9586289d8b00ce6baed02eee0c9d0209e0ce53f8,65,1
1745,train,A,training,5893,115,1309995,1335805,1315524,1315588,65,lift_blue_block_slider,grasp the blue block lying in the sliding cabinet,384,f4ca0d603cbe0ff5724b3a7262325385fe9b1bc0,65,1
1746,train,A,training,5896,127,1455310,1471755,1471499,1471563,65,lift_red_block_table,pick up the red block from the table,384,356aa67fe152c597b9fbcddb6e5d358ed9ad90fe,65,1
1747,train,A,training,5897,134,1533348,1557988,1550779,1550843,65,lift_pink_block_table,pick up the pink block from the table,384,686b75e03dbd0353f3ccf1054139a04dad2b4bb0,65,1
1748,train,A,training,5898,125,1412387,1442003,1439598,1439662,65,lift_pink_block_table,grasp the pink block on the table and lift it up,384,144b93762c8cc3a39c1063d6a78837536b81ac59,65,1
1749,train,A,training,5902,144,1741071,1769597,1766450,1766514,65,rotate_red_block_left,rotate left the red block,384,e87f671b912d61fe90616123c698b13abe6ec940,65,1
1750,train,A,training,5903,133,1502218,1533347,1531374,1531438,65,rotate_pink_block_left,grasp the pink block and turn it left,384,9e2f9a562e8b07cbd7bf8b6cd7a6a94c077384a4,65,1
1751,train,A,training,5908,140,1657976,1673770,1658457,1658521,65,unstack_block,take off the block that is on top of the other one,384,c24f31a8a6b7073e682a5568b61eef639ee5a68f,65,1
1752,train,A,training,5914,138,1620911,1647526,1634619,1634683,65,lift_pink_block_drawer,go towards the pink block in the drawer and pick it up,384,9727816d61851e8433f080a4e36536ebf7f73299,65,1
1753,train,A,training,5919,134,1533348,1557988,1551169,1551233,65,lift_pink_block_slider,grasp the pink block lying in the cabinet,384,c9efacadd1467f9e3900493c61a3b14458568476,65,1
1754,train,A,training,5922,139,1647527,1657975,1649939,1650003,65,lift_blue_block_slider,in the slider grasp the blue block,384,1a0a28b956e40d0f154443f9fbcdc8381dcbe1bc,65,1
1755,train,A,training,5927,143,1709798,1741070,1735749,1735813,65,lift_pink_block_slider,in the slider grasp the pink block,384,115286914dcd95ea434762b3b54528b673ce591f,65,1
1756,train,A,training,5934,143,1709798,1741070,1714977,1715041,65,lift_pink_block_table,lift the pink block from the table,384,5764cd599ce1679ea579fe06289a2dc657b4a91b,65,1
1757,train,A,training,5938,125,1412387,1442003,1428573,1428637,65,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,65,1
1758,train,A,training,5939,112,1258977,1287601,1271271,1271335,65,unstack_block,take off the stacked block,384,1ecbeeac65f20f796ea4c9c6dcfc7264f28751e7,65,1
1759,train,A,training,5942,136,1573799,1605553,1580303,1580349,47,lift_red_block_slider,pick up the red block in the sliding cabinet,384,3f4ffb360f68dfc5d8c408f73cb34fb2524db333,47,1
1760,train,A,training,5943,133,1502218,1533347,1506081,1506145,65,rotate_pink_block_left,"grasp the pink block, then rotate it left",384,4e36abc3aba1566ba67cca77d430c7a05077b046,65,1
1761,train,A,training,5944,138,1620911,1647526,1622304,1622368,65,lift_red_block_table,pick up the red block from the table,384,356aa67fe152c597b9fbcddb6e5d358ed9ad90fe,65,1
1762,train,A,training,5945,127,1455310,1471755,1458811,1458875,65,rotate_pink_block_left,turn the pink block left,384,d36df8ec9292a86c422b903b564115fabbc4b188,65,1
1763,train,A,training,5948,146,1785231,1795044,1786693,1786757,65,lift_red_block_table,lift the red block,384,6035121001b26030734e31c38565eddeaf746bf9,65,1
1764,train,A,training,5949,129,1480173,1487720,1481113,1481177,65,push_red_block_left,push left the red block,384,350255996bc9b96896ea33c1e9359052577fbe4c,65,1
1765,train,A,training,5952,115,1309995,1335805,1323289,1323353,65,rotate_blue_block_left,"grasp the blue block, then turn it left",384,b325a37d3fa8d03c19e2ccc2163ee63d50cf851e,65,1
1766,train,A,training,5957,124,1388506,1412386,1397018,1397082,65,stack_block,stack the block on top of another block,384,da417622ec099febd6230dc1384edf7f924e6044,65,1
1767,train,A,training,5960,144,1741071,1769597,1767118,1767159,42,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,42,1
1768,train,A,training,5963,125,1412387,1442003,1428756,1428820,65,stack_block,stack the blocks,384,e3571d328ef3d8170968e5b0e70fb70be65f5db6,65,1
1769,train,A,training,5966,141,1673771,1700474,1678735,1678799,65,lift_red_block_drawer,lift the red block in the drawer,384,a37d9d013577b9d5be8075cbaa98f26da84fac97,65,1
1770,train,A,training,5970,144,1741071,1769597,1757765,1757829,65,rotate_blue_block_right,grasp the blue block and rotate it right,384,b248b50bb67a76ec933a1417243076345fdc7f44,65,1
1771,train,A,training,5972,133,1502218,1533347,1512149,1512213,65,lift_pink_block_table,"grasp the pink block on the table, then lift it up",384,7708ee643c6fd7396ed56e57419777ee6cee564e,65,1
1772,train,A,training,5974,125,1412387,1442003,1425662,1425726,65,rotate_red_block_left,rotate left the red block,384,e87f671b912d61fe90616123c698b13abe6ec940,65,1
1773,train,A,training,5975,118,1337899,1352228,1351115,1351179,65,lift_blue_block_table,grasp the blue block on the table and lift it up,384,27b25bb209015194841a5d35fffa864d37db1fc0,65,1
1774,train,A,training,5979,125,1412387,1442003,1433348,1433394,47,lift_red_block_table,grasp the red block and lift it up,384,cdd8796fba242f419a4ec74db60e5fb4b9ec0e95,47,1
1775,train,A,training,5982,145,1769598,1785230,1777744,1777808,65,push_into_drawer,push the object that it falls into the drawer,384,a842b7d8735547d8b86827d3a1e5e977cbb3f92c,65,1
1776,train,A,training,5983,136,1573799,1605553,1592783,1592847,65,lift_pink_block_table,grasp the pink block and lift it up,384,8cee7d139c9f1d4d54843da7cb311e56666b1400,65,1
1777,train,A,training,5985,141,1673771,1700474,1688164,1688228,65,lift_red_block_drawer,grasp the red block from the drawer,384,67bf30811d430ba6e8c5616a30f669744a0cf357,65,1
1778,train,A,training,5987,140,1657976,1673770,1662106,1662170,65,rotate_blue_block_right,grasp the blue block and turn it right,384,7230ce90a3fdf9d7cfc12e02ea62c6458720986f,65,1
1779,train,A,training,5988,140,1657976,1673770,1667270,1667334,65,lift_red_block_slider,in the cabinet pick up the red block,384,34ba1b5ed86848aff40484e45f905700b1016c03,65,1
1780,train,A,training,5994,113,1287602,1305465,1297130,1297194,65,lift_pink_block_drawer,go towards the pink block in the drawer and lift it,384,75acd8555ada455a1d46d67aa52d3540f27da63b,65,1
1781,train,A,training,6001,145,1769598,1785230,1771087,1771151,65,lift_pink_block_drawer,go towards the pink block in the drawer and grasp it,384,f94685ffd03e9677b8eee12e1fc15610abd45a60,65,1
1782,train,A,training,6006,145,1769598,1785230,1776134,1776198,65,lift_blue_block_drawer,pick up the blue block lying in the drawer,384,54aa04c6f4c9db742f55d12a74e4fb9b02fdf588,65,1
1783,train,A,training,6008,140,1657976,1673770,1666283,1666324,42,push_into_drawer,slide the block into the drawer,384,b8dd0c86f33096de7277562b2e1860c3fb50923b,42,1
1784,train,A,training,6015,140,1657976,1673770,1664930,1664994,65,push_red_block_right,slide the red block to the right,384,e2e73c023f10042acf9dca157a7e7b58202281ff,65,1
1785,train,A,training,6016,124,1388506,1412386,1395455,1395496,42,lift_pink_block_table,lift the pink block,384,f97cd726f590c2262d012296cf70b8e9cdd91931,42,1
1786,train,A,training,6020,143,1709798,1741070,1714358,1714422,65,lift_pink_block_slider,in the sliding cabinet grasp the pink block,384,e313b924542b54abc0af3d3943642cbaa1ffa8bf,65,1
1787,train,A,training,6025,138,1620911,1647526,1627794,1627858,65,push_into_drawer,push the object that it falls into the drawer,384,79acec8cd7f449a852d305e9955a108c90a39e44,65,1
1788,train,A,training,6029,110,1248613,1255668,1250358,1250422,65,rotate_blue_block_left,"grasp the blue block, then turn it left",384,b325a37d3fa8d03c19e2ccc2163ee63d50cf851e,65,1
1789,train,A,training,6030,141,1673771,1700474,1694087,1694151,65,rotate_red_block_left,grasp the red block and rotate it left,384,9586289d8b00ce6baed02eee0c9d0209e0ce53f8,65,1
1790,train,A,training,6034,119,1352229,1362443,1353894,1353958,65,lift_pink_block_slider,in the cabinet grasp the pink block,384,c3dc03edee4432a7d9b0184001979a0ecaea3170,65,1
1791,train,A,training,6037,125,1412387,1442003,1438641,1438705,65,rotate_red_block_left,turn the red block left,384,bb3f7e533f9daceb80b6146e169323fdd34f7da4,65,1
1792,train,A,training,6042,134,1533348,1557988,1550289,1550353,65,lift_pink_block_drawer,grasp the pink block in the drawer,384,9c4a3d256f23582a67a4895368ff26121582ddfd,65,1
1793,train,A,training,6045,112,1258977,1287601,1278366,1278430,65,lift_blue_block_drawer,pick up the blue block lying in the drawer,384,54aa04c6f4c9db742f55d12a74e4fb9b02fdf588,65,1
1794,train,A,training,6053,143,1709798,1741070,1713101,1713146,46,lift_blue_block_slider,in the cabinet grasp the blue block,384,f1102754a00b8305ecaf66b2a75e30a355e0985d,46,1
1795,train,A,training,6055,138,1620911,1647526,1644447,1644511,65,push_red_block_right,slide right the red block,384,ca025e5c6077d1d67b8014afd01056f4f2e56d54,65,1
1796,train,A,training,6056,134,1533348,1557988,1537712,1537759,48,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,48,1
1797,train,A,training,6060,137,1605554,1620910,1619339,1619403,65,lift_red_block_drawer,go towards the red block in the drawer and grasp it,384,66c61a3a786399248a4051d8e4fd18996b33ea06,65,1
1798,train,A,training,6063,133,1502218,1533347,1526862,1526926,65,lift_red_block_drawer,grasp the red block in the drawer,384,fde83c2cd7554b90751c46fd1915e8e2459936f1,65,1
1799,train,A,training,6066,136,1573799,1605553,1580055,1580119,65,lift_blue_block_drawer,grasp the blue block in the drawer,384,92c79646b5a1e5d3907aeb67d08a733db5ef9eeb,65,1
1800,train,A,training,6068,144,1741071,1769597,1755815,1755879,65,lift_blue_block_drawer,lift the blue block in the drawer,384,fc7cf76a61cd240b52c978364a3557a610c60ce0,65,1
1801,train,A,training,6072,113,1287602,1305465,1294174,1294238,65,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,65,1
1802,train,A,training,6073,144,1741071,1769597,1756875,1756910,36,push_red_block_left,go slide the red block to the left,384,4f49e32c3c49dadc5b8061232b83071503ccd911,36,1
1803,train,A,training,6074,109,1233060,1248612,1233740,1233804,65,rotate_blue_block_right,grasp the blue block and rotate it right,384,b248b50bb67a76ec933a1417243076345fdc7f44,65,1
1804,train,A,training,6075,136,1573799,1605553,1597825,1597889,65,push_red_block_right,go push the red block to the right,384,64a95f4507723c19e9da9f78abf24ce30f29af6e,65,1
1805,train,A,training,6084,134,1533348,1557988,1551646,1551710,65,lift_red_block_drawer,go towards the red block in the drawer and grasp it,384,66c61a3a786399248a4051d8e4fd18996b33ea06,65,1
1806,train,A,training,6091,140,1657976,1673770,1661156,1661194,39,push_blue_block_left,go push the blue block to the left,384,f5b257c47e60c5db6d2b6cba710661bb7771c206,39,1
1807,train,A,training,6095,125,1412387,1442003,1431081,1431145,65,push_into_drawer,push the object that it falls into the drawer,384,a842b7d8735547d8b86827d3a1e5e977cbb3f92c,65,1
1808,train,A,training,6098,135,1557989,1573798,1561509,1561573,65,rotate_blue_block_left,"grasp the blue block, then turn it left",384,b325a37d3fa8d03c19e2ccc2163ee63d50cf851e,65,1
1809,train,A,training,6102,113,1287602,1305465,1292150,1292214,65,rotate_blue_block_left,rotate the blue block 90 degrees to the left,384,d4d30a0e60f84f90940a2071f747edc28f879c8d,65,1
1810,train,A,training,6104,127,1455310,1471755,1461694,1461758,65,rotate_blue_block_left,rotate the blue block 90 degrees to the left,384,d4d30a0e60f84f90940a2071f747edc28f879c8d,65,1
1811,train,A,training,6110,146,1785231,1795044,1791050,1791114,65,lift_pink_block_slider,in the sliding cabinet grasp the pink block,384,e313b924542b54abc0af3d3943642cbaa1ffa8bf,65,1
1812,train,A,training,6113,109,1233060,1248612,1235380,1235444,65,rotate_blue_block_left,take the blue block and turn it left,384,cd96d14d9e9774f8ff33edbb4e30e439cf236fb2,65,1
1813,train,A,training,6117,108,1229574,1233059,1230737,1230801,65,lift_red_block_slider,in the cabinet grasp the red block,384,2feccdcd98e7662c9e17c1d932d53957abea5ee2,65,1
1814,train,A,training,6119,114,1305466,1309994,1308382,1308446,65,push_blue_block_right,go slide the blue block to the right,384,8ade1cbdd92c9189a21c1de0d10552341b70efab,65,1
1815,train,A,training,6128,136,1573799,1605553,1597826,1597890,65,push_red_block_right,push right the red block,384,130bdc6935a9f984652473b2780b33e154506734,65,1
1816,train,A,training,6131,138,1620911,1647526,1628463,1628505,43,push_red_block_left,go slide the red block to the left,384,4f49e32c3c49dadc5b8061232b83071503ccd911,43,1
1817,train,A,training,6132,138,1620911,1647526,1642700,1642764,65,lift_blue_block_table,lift the blue block,384,2a319224c00e9ea7073aa7ec77d5e5e4154ddeb5,65,1
1818,train,A,training,6134,115,1309995,1335805,1329377,1329441,65,lift_red_block_slider,pick up the red block from the shelf,384,216ac78327672fe4bc824703a91405e38433f48f,65,1
1819,train,A,training,6136,125,1412387,1442003,1438450,1438514,65,lift_pink_block_slider,pick up the pink block from the sliding cabinet,384,bc44eb597b6550e9249854c363c77216e7760294,65,1
1820,train,A,training,6153,144,1741071,1769597,1765975,1766021,47,push_blue_block_right,sweep the blue block to the right,384,7dca460b2abb8068da8765cb1c37ed668ace033f,47,1
1821,train,A,training,6158,141,1673771,1700474,1695661,1695725,65,rotate_red_block_left,take the red block and turn it left,384,d55eebbbab34d1898db8fccacd253916a5fdb7bc,65,1
1822,train,A,training,6165,102,1198717,1200364,1199377,1199441,65,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,65,1
1823,train,A,training,6168,103,1200365,1206923,1204856,1204920,65,lift_red_block_slider,in the sliding cabinet grasp the red block,384,3d2c744d0c04588154f8792501667e5c8464407a,65,1
1824,train,A,training,6171,109,1233060,1248612,1238353,1238417,65,rotate_pink_block_right,rotate right the pink block,384,7fdbfd1e85cbdd78ac077f9531ea843def9c037c,65,1
1825,train,A,training,6172,133,1502218,1533347,1525847,1525911,65,rotate_blue_block_right,grasp the blue block and turn it right,384,7230ce90a3fdf9d7cfc12e02ea62c6458720986f,65,1
1826,train,A,training,6174,133,1502218,1533347,1511152,1511216,65,push_pink_block_left,slide left the pink block,384,5ced633f5b803fe006ff87edefdedcef53615830,65,1
1827,train,A,training,6177,118,1337899,1352228,1340843,1340907,65,rotate_pink_block_right,grasp the pink block and turn it right,384,5d8903798dd609fe613d0067b1e9827c3d37a36a,65,1
1828,train,A,training,6178,136,1573799,1605553,1602108,1602172,65,rotate_red_block_left,rotate the red block towards the left,384,a9e0abcc4b7632fbc290c61c4ad1e2d578a3d44c,65,1
1829,train,A,training,6180,101,1191339,1198716,1193971,1194035,65,push_red_block_right,go slide the red block to the right,384,a2a41a7d0a9909f90f963b95b7270a5c35fb0992,65,1
1830,train,A,training,6185,125,1412387,1442003,1432119,1432183,65,rotate_red_block_right,rotate the red block towards the right,384,8c8703c17924fd6c887c624c0a89074584f6d15d,65,1
1831,train,A,training,6190,137,1605554,1620910,1615823,1615887,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
1832,train,A,training,6193,135,1557989,1573798,1572376,1572440,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
1833,train,A,training,6195,107,1223863,1229573,1226104,1226168,65,lift_blue_block_slider,lift the blue block lying in the slider,384,a7db57c2927291e892f4aa2e8296ccf998521581,65,1
1834,train,A,training,6196,124,1388506,1412386,1392712,1392776,65,push_blue_block_left,push the blue block towards the left,384,a0c33934c0ac7f78e1b9b66f288d7fb8e52c08c8,65,1
1835,train,A,training,6203,144,1741071,1769597,1759676,1759709,34,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,34,1
1836,train,A,training,6205,114,1305466,1309994,1308324,1308388,65,push_blue_block_right,push the blue block towards the right,384,8598c6872a0560ef553d7951daf467957f132bb5,65,1
1837,train,A,training,6207,109,1233060,1248612,1233926,1233990,65,lift_pink_block_slider,in the slider grasp the pink block,384,115286914dcd95ea434762b3b54528b673ce591f,65,1
1838,train,A,training,6211,113,1287602,1305465,1297880,1297944,65,rotate_red_block_right,grasp the red block and rotate it right,384,730f41f4ef6973e333132199065ea679e57c2e30,65,1
1839,train,A,training,6213,134,1533348,1557988,1537531,1537595,65,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,65,1
1840,train,A,training,6214,136,1573799,1605553,1590470,1590534,65,rotate_pink_block_left,"grasp the pink block, then turn it left",384,de3f173b043eb2d7bf9c5376b746c21ca1d45edd,65,1
1841,train,A,training,6217,136,1573799,1605553,1586982,1587046,65,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,65,1
1842,train,A,training,6221,142,1700475,1709797,1707275,1707339,65,lift_blue_block_slider,in the cabinet grasp the blue block,384,f1102754a00b8305ecaf66b2a75e30a355e0985d,65,1
1843,train,A,training,6227,140,1657976,1673770,1662117,1662181,65,rotate_blue_block_right,take the blue block and rotate it right,384,bf42fb3183fbde71ca0e26861b90103807857a01,65,1
1844,train,A,training,6228,141,1673771,1700474,1686577,1686641,65,push_pink_block_left,go push the pink block to the left,384,624e49b0e9ac92f1f731ba96529663acd13dcd63,65,1
1845,train,A,training,6230,140,1657976,1673770,1671360,1671424,65,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,65,1
1846,train,A,training,6232,145,1769598,1785230,1776977,1777041,65,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,65,1
1847,train,A,training,6235,114,1305466,1309994,1305857,1305921,65,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,65,1
1848,train,A,training,6240,141,1673771,1700474,1699098,1699162,65,rotate_pink_block_left,"grasp the pink block, then rotate it left",384,4e36abc3aba1566ba67cca77d430c7a05077b046,65,1
1849,train,A,training,6241,140,1657976,1673770,1660747,1660811,65,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,65,1
1850,train,A,training,6242,127,1455310,1471755,1459451,1459515,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
1851,train,A,training,6244,141,1673771,1700474,1677616,1677654,39,push_blue_block_right,push the blue block towards the right,384,d68b71bd3ad88d4307d79f471d8dad2fa0eb9d45,39,1
1852,train,A,training,6249,133,1502218,1533347,1515875,1515939,65,push_red_block_left,push the red block to the left,384,6d0bb43653fd41ca88339b7c429959e8e1699d39,65,1
1853,train,A,training,6252,125,1412387,1442003,1439331,1439395,65,rotate_pink_block_left,turn the pink block left,384,869590ce0eab1c79ea39144bc47c7ffe6992cb6b,65,1
1854,train,A,training,6253,138,1620911,1647526,1626755,1626819,65,rotate_red_block_right,rotate right the red block,384,5a11c8703d5cb3e832e20821003bc98728ab92ca,65,1
1855,train,A,training,6258,142,1700475,1709797,1704279,1704343,65,push_red_block_left,go slide the red block to the left,384,4f49e32c3c49dadc5b8061232b83071503ccd911,65,1
1856,train,A,training,6260,141,1673771,1700474,1690472,1690536,65,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,65,1
1857,train,A,training,6261,134,1533348,1557988,1551883,1551947,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
1858,train,A,training,6264,133,1502218,1533347,1504117,1504181,65,push_pink_block_left,push left the pink block,384,6847dcf0fe7a9e5615aff6c63e89159d389e9edd,65,1
1859,train,A,training,6265,127,1455310,1471755,1462900,1462964,65,rotate_blue_block_right,rotate the blue block 90 degrees to the right,384,b5453f9eecf629d39856d6b76a747dcd96ece285,65,1
1860,train,A,training,6268,141,1673771,1700474,1686561,1686625,65,push_pink_block_left,go slide the pink block to the left,384,dc325eca240491f969bdb36505e7715bea821bb2,65,1
1861,train,A,training,6272,144,1741071,1769597,1745640,1745704,65,push_pink_block_left,push the pink block towards the left,384,130041d9dfe341a304c59772e119b71529987007,65,1
1862,train,A,training,6276,133,1502218,1533347,1521719,1521765,47,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,47,1
1863,train,A,training,6278,143,1709798,1741070,1733171,1733235,65,push_red_block_left,slide left the red block,384,aa1a12622941a22d26abaf0497ace50e99f2c473,65,1
1864,train,A,training,6281,133,1502218,1533347,1521726,1521767,42,rotate_red_block_left,rotate the red block towards the left,384,2b055ae80d7340282e360bdde1dba02b30baf082,42,1
1865,train,A,training,6282,133,1502218,1533347,1514607,1514671,65,rotate_blue_block_right,grasp the blue block and rotate it right,384,b248b50bb67a76ec933a1417243076345fdc7f44,65,1
1866,train,A,training,6283,124,1388506,1412386,1411421,1411485,65,push_pink_block_left,push the pink block to the left,384,2a1e53f710e3634047642a6088ea0594aa132a7b,65,1
1867,train,A,training,6284,137,1605554,1620910,1607739,1607803,65,push_blue_block_left,go push the blue block to the left,384,f5b257c47e60c5db6d2b6cba710661bb7771c206,65,1
1868,train,A,training,6288,141,1673771,1700474,1695913,1695977,65,rotate_pink_block_left,take the pink block and rotate it left,384,3258a8511db67bf1e336c7818a297d295aa6c711,65,1
1869,train,A,training,6290,144,1741071,1769597,1751144,1751208,65,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,65,1
1870,train,A,training,6292,142,1700475,1709797,1702745,1702809,65,push_blue_block_left,go push the blue block to the left,384,f5b257c47e60c5db6d2b6cba710661bb7771c206,65,1
1871,train,A,training,6295,125,1412387,1442003,1424693,1424757,65,push_blue_block_left,go slide the blue block to the left,384,d5a9fbe21aa644a5d782f4c4a424bf7d9b720751,65,1
1872,train,A,training,6296,132,1493049,1502217,1497958,1498022,65,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,65,1
1873,train,A,training,6302,140,1657976,1673770,1661096,1661160,65,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,65,1
1874,train,A,training,6304,143,1709798,1741070,1720577,1720641,65,push_pink_block_right,go push the pink block to the right,384,993cbf3a9308899cb79d4a09646feab09e911b98,65,1
1875,train,A,training,6310,119,1352229,1362443,1357099,1357163,65,rotate_red_block_left,"grasp the red block, then turn it left",384,e99ca4fc7f76293668a8aba6efacf6fe3b9942ec,65,1
1876,train,A,training,6311,137,1605554,1620910,1606791,1606855,65,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,65,1
1877,train,A,training,6314,136,1573799,1605553,1576317,1576381,65,push_blue_block_left,go slide the blue block to the left,384,d5a9fbe21aa644a5d782f4c4a424bf7d9b720751,65,1
1878,train,A,training,6315,138,1620911,1647526,1646734,1646798,65,rotate_blue_block_left,"grasp the blue block, then turn it left",384,b325a37d3fa8d03c19e2ccc2163ee63d50cf851e,65,1
1879,train,A,training,6316,112,1258977,1287601,1276655,1276719,65,push_blue_block_left,push the blue block to the left,384,d0ae78bafa6d8418dbf84197e3dd2abe3a8769d2,65,1
1880,train,A,training,6319,125,1412387,1442003,1426838,1426902,65,rotate_pink_block_right,grasp the pink block and turn it right,384,5d8903798dd609fe613d0067b1e9827c3d37a36a,65,1
1881,train,A,training,6322,144,1741071,1769597,1758903,1758942,40,push_red_block_right,push right the red block,384,130bdc6935a9f984652473b2780b33e154506734,40,1
1882,train,A,training,6324,132,1493049,1502217,1494572,1494636,65,push_pink_block_left,go slide the pink block to the left,384,dc325eca240491f969bdb36505e7715bea821bb2,65,1
1883,train,A,training,6325,133,1502218,1533347,1530986,1531050,65,rotate_red_block_left,rotate the red block to the left,384,812e6965d94bcc493eccd584b2a08ce9dadf4930,65,1
1884,train,A,training,6326,133,1502218,1533347,1508959,1509023,65,rotate_red_block_left,take the red block and rotate it left,384,35966979f367f7a996a9aa67a673c590d0ff5e09,65,1
1885,train,A,training,6328,140,1657976,1673770,1659762,1659810,49,push_blue_block_right,sweep the blue block to the right,384,7dca460b2abb8068da8765cb1c37ed668ace033f,49,1
1886,train,A,training,6329,125,1412387,1442003,1438642,1438706,65,rotate_red_block_left,rotate the red block 90 degrees to the left,384,2aa05fadaf0baf5765e8f3c33082a0f19ac682d1,65,1
1887,train,A,training,6330,125,1412387,1442003,1419545,1419609,65,push_blue_block_right,slide right the blue block,384,8364d5cb36dd5d8f615a0091742e2e927ade59a8,65,1
