environment,run_index,gripper_state,state_value,run_length_frames
B,3103,close,-1.0,33
B,3104,open,1.0,36
B,3105,close,-1.0,25
B,3106,open,1.0,54
B,3107,close,-1.0,123
B,3108,open,1.0,82
B,3109,close,-1.0,40
B,3110,open,1.0,25
B,3111,close,-1.0,36
B,3112,open,1.0,22
B,3113,close,-1.0,42
B,3114,open,1.0,11
B,3115,close,-1.0,41
B,3116,open,1.0,32
B,3117,close,-1.0,25
B,3118,open,1.0,16
B,3119,close,-1.0,46
B,3120,open,1.0,10
B,3121,close,-1.0,43
B,3122,open,1.0,22
B,3123,close,-1.0,29
B,3124,open,1.0,35
B,3125,close,-1.0,37
B,3126,open,1.0,13
B,3127,close,-1.0,54
B,3128,open,1.0,9
B,3129,close,-1.0,35
B,3130,open,1.0,23
B,3131,close,-1.0,27
B,3132,open,1.0,28
B,3133,close,-1.0,33
B,3134,open,1.0,31
B,3135,close,-1.0,27
B,3136,open,1.0,46
B,3137,close,-1.0,57
B,3138,open,1.0,72
B,3139,close,-1.0,49
B,3140,open,1.0,47
B,3141,close,-1.0,29
B,3142,open,1.0,26
B,3143,close,-1.0,17
B,3144,open,1.0,15
B,3145,close,-1.0,41
B,3146,open,1.0,24
B,3147,close,-1.0,16
B,3148,open,1.0,47
B,3149,close,-1.0,24
B,3150,open,1.0,12
B,3151,close,-1.0,4
B,3152,open,1.0,5
B,3153,close,-1.0,17
B,3154,open,1.0,16
B,3155,close,-1.0,23
B,3156,open,1.0,31
B,3157,close,-1.0,17
B,3158,open,1.0,28
B,3159,close,-1.0,16
B,3160,open,1.0,55
B,3161,close,-1.0,31
B,3162,open,1.0,69
B,3163,close,-1.0,30
B,3164,open,1.0,62
B,3165,close,-1.0,19
B,3166,open,1.0,59
B,3167,close,-1.0,35
B,3168,open,1.0,18
B,3169,close,-1.0,34
B,3170,open,1.0,19
B,3171,close,-1.0,18
B,3172,open,1.0,74
B,3173,close,-1.0,35
B,3174,open,1.0,39
B,3175,close,-1.0,27
B,3176,open,1.0,62
B,3177,close,-1.0,44
B,3178,open,1.0,20
B,3179,close,-1.0,65
B,3180,open,1.0,44
B,3181,close,-1.0,39
B,3182,open,1.0,27
B,3183,close,-1.0,24
B,3184,open,1.0,17
B,3185,close,-1.0,35
B,3186,open,1.0,8
B,3187,close,-1.0,30
B,3188,open,1.0,38
B,3189,close,-1.0,22
B,3190,open,1.0,41
B,3191,close,-1.0,24
B,3192,open,1.0,33
B,3193,close,-1.0,27
B,3194,open,1.0,37
B,3195,close,-1.0,24
B,3196,open,1.0,47
B,3197,close,-1.0,25
B,3198,open,1.0,23
B,3199,close,-1.0,12
B,3200,open,1.0,37
B,3201,close,-1.0,24
B,3202,open,1.0,72
B,3203,close,-1.0,35
B,3204,open,1.0,12
B,3205,close,-1.0,23
B,3206,open,1.0,38
B,3207,close,-1.0,36
B,3208,open,1.0,35
B,3209,close,-1.0,22
B,3210,open,1.0,13
B,3211,close,-1.0,20
B,3212,open,1.0,35
B,3213,close,-1.0,27
B,3214,open,1.0,28
B,3215,close,-1.0,31
B,3216,open,1.0,36
B,3217,close,-1.0,41
B,3218,open,1.0,34
B,3219,close,-1.0,22
B,3220,open,1.0,35
B,3221,close,-1.0,34
B,3222,open,1.0,81
B,3223,close,-1.0,41
B,3224,open,1.0,39
B,3225,close,-1.0,53
B,3226,open,1.0,57
B,3227,close,-1.0,28
B,3228,open,1.0,48
B,3229,close,-1.0,23
B,3230,open,1.0,45
B,3231,close,-1.0,22
B,3232,open,1.0,42
B,3233,close,-1.0,39
B,3234,open,1.0,68
B,3235,close,-1.0,44
B,3236,open,1.0,46
B,3237,close,-1.0,19
B,3238,open,1.0,35
B,3239,close,-1.0,16
B,3240,open,1.0,36
B,3241,close,-1.0,32
B,3242,open,1.0,29
B,3243,close,-1.0,23
B,3244,open,1.0,47
B,3245,close,-1.0,31
B,3246,open,1.0,104
B,3247,close,-1.0,42
B,3248,open,1.0,39
B,3249,close,-1.0,34
B,3250,open,1.0,37
B,3251,close,-1.0,32
B,3252,open,1.0,47
B,3253,close,-1.0,46
B,3254,open,1.0,46
B,3255,close,-1.0,37
B,3256,open,1.0,32
B,3257,close,-1.0,30
B,3258,open,1.0,39
B,3259,close,-1.0,49
B,3260,open,1.0,44
B,3261,close,-1.0,20
B,3262,open,1.0,39
B,3263,close,-1.0,22
B,3264,open,1.0,23
B,3265,close,-1.0,44
B,3266,open,1.0,44
B,3267,close,-1.0,32
B,3268,open,1.0,37
B,3269,close,-1.0,30
B,3270,open,1.0,27
B,3271,close,-1.0,28
B,3272,open,1.0,34
B,3273,close,-1.0,53
B,3274,open,1.0,49
B,3275,close,-1.0,53
B,3276,open,1.0,41
B,3277,close,-1.0,96
B,3278,open,1.0,64
B,3279,close,-1.0,29
B,3280,open,1.0,57
B,3281,close,-1.0,30
B,3282,open,1.0,80
B,3283,close,-1.0,58
B,3284,open,1.0,30
B,3285,close,-1.0,47
B,3286,open,1.0,8
B,3287,close,-1.0,35
B,3288,open,1.0,32
B,3289,close,-1.0,36
B,3290,open,1.0,28
B,3291,close,-1.0,30
B,3292,open,1.0,45
B,3293,close,-1.0,51
B,3294,open,1.0,45
B,3295,close,-1.0,37
B,3296,open,1.0,25
B,3297,close,-1.0,26
B,3298,open,1.0,15
B,3299,close,-1.0,23
B,3300,open,1.0,29
B,3301,close,-1.0,22
B,3302,open,1.0,28
B,3303,close,-1.0,36
B,3304,open,1.0,40
B,3305,close,-1.0,36
B,3306,open,1.0,57
B,3307,close,-1.0,29
B,3308,open,1.0,15
B,3309,close,-1.0,22
B,3310,open,1.0,34
B,3311,close,-1.0,17
B,3312,open,1.0,66
B,3313,close,-1.0,44
B,3314,open,1.0,26
B,3315,close,-1.0,19
B,3316,open,1.0,25
B,3317,close,-1.0,33
B,3318,open,1.0,42
B,3319,close,-1.0,39
B,3320,open,1.0,30
B,3321,close,-1.0,30
B,3322,open,1.0,48
B,3323,close,-1.0,30
B,3324,open,1.0,39
B,3325,close,-1.0,37
B,3326,open,1.0,38
B,3327,close,-1.0,34
B,3328,open,1.0,55
B,3329,close,-1.0,32
B,3330,open,1.0,28
B,3331,close,-1.0,26
B,3332,open,1.0,27
B,3333,close,-1.0,29
B,3334,open,1.0,28
B,3335,close,-1.0,27
B,3336,open,1.0,31
B,3337,close,-1.0,42
B,3338,open,1.0,38
B,3339,close,-1.0,18
B,3340,open,1.0,63
B,3341,close,-1.0,43
B,3342,open,1.0,32
B,3343,close,-1.0,29
B,3344,open,1.0,43
B,3345,close,-1.0,14
B,3346,open,1.0,21
B,3347,close,-1.0,26
B,3348,open,1.0,27
B,3349,close,-1.0,24
B,3350,open,1.0,29
B,3351,close,-1.0,25
B,3352,open,1.0,43
B,3353,close,-1.0,16
B,3354,open,1.0,25
B,3355,close,-1.0,21
B,3356,open,1.0,33
B,3357,close,-1.0,41
B,3358,open,1.0,42
B,3359,close,-1.0,27
B,3360,open,1.0,18
B,3361,close,-1.0,22
B,3362,open,1.0,31
B,3363,close,-1.0,44
B,3364,open,1.0,49
B,3365,close,-1.0,38
B,3366,open,1.0,22
B,3367,close,-1.0,59
B,3368,open,1.0,85
B,3369,close,-1.0,35
B,3370,open,1.0,11
B,3371,close,-1.0,26
B,3372,open,1.0,26
B,3373,close,-1.0,27
B,3374,open,1.0,20
B,3375,close,-1.0,27
B,3376,open,1.0,14
B,3377,close,-1.0,26
B,3378,open,1.0,27
B,3379,close,-1.0,27
B,3380,open,1.0,33
B,3381,close,-1.0,40
B,3382,open,1.0,89
B,3383,close,-1.0,42
B,3384,open,1.0,36
B,3385,close,-1.0,23
B,3386,open,1.0,23
B,3387,close,-1.0,24
B,3388,open,1.0,79
B,3389,close,-1.0,38
B,3390,open,1.0,36
B,3391,close,-1.0,20
B,3392,open,1.0,29
B,3393,close,-1.0,15
B,3394,open,1.0,30
B,3395,close,-1.0,44
B,3396,open,1.0,39
B,3397,close,-1.0,23
B,3398,open,1.0,49
B,3399,close,-1.0,26
B,3400,open,1.0,67
B,3401,close,-1.0,69
B,3402,open,1.0,65
B,3403,close,-1.0,29
B,3404,open,1.0,42
B,3405,close,-1.0,26
B,3406,open,1.0,16
B,3407,close,-1.0,41
B,3408,open,1.0,16
B,3409,close,-1.0,28
B,3410,open,1.0,64
B,3411,close,-1.0,42
B,3412,open,1.0,51
B,3413,close,-1.0,28
B,3414,open,1.0,12
B,3415,close,-1.0,26
B,3416,open,1.0,36
B,3417,close,-1.0,37
B,3418,open,1.0,39
B,3419,close,-1.0,32
B,3420,open,1.0,55
B,3421,close,-1.0,35
B,3422,open,1.0,25
B,3423,close,-1.0,22
B,3424,open,1.0,25
B,3425,close,-1.0,26
B,3426,open,1.0,36
B,3427,close,-1.0,26
B,3428,open,1.0,30
B,3429,close,-1.0,24
B,3430,open,1.0,31
B,3431,close,-1.0,18
B,3432,open,1.0,38
B,3433,close,-1.0,27
B,3434,open,1.0,32
B,3435,close,-1.0,27
B,3436,open,1.0,16
B,3437,close,-1.0,26
B,3438,open,1.0,22
B,3439,close,-1.0,21
B,3440,open,1.0,100
B,3441,close,-1.0,21
B,3442,open,1.0,31
B,3443,close,-1.0,19
B,3444,open,1.0,9
B,3445,close,-1.0,22
B,3446,open,1.0,39
B,3447,close,-1.0,37
B,3448,open,1.0,28
B,3449,close,-1.0,31
B,3450,open,1.0,12
B,3451,close,-1.0,21
B,3452,open,1.0,32
B,3453,close,-1.0,18
B,3454,open,1.0,52
B,3455,close,-1.0,20
B,3456,open,1.0,67
B,3457,close,-1.0,30
B,3458,open,1.0,31
B,3459,close,-1.0,36
B,3460,open,1.0,26
B,3461,close,-1.0,32
B,3462,open,1.0,37
B,3463,close,-1.0,29
B,3464,open,1.0,26
B,3465,close,-1.0,26
B,3466,open,1.0,17
B,3467,close,-1.0,35
B,3468,open,1.0,9
B,3469,close,-1.0,32
B,3470,open,1.0,29
B,3471,close,-1.0,21
B,3472,open,1.0,16
B,3473,close,-1.0,26
B,3474,open,1.0,41
B,3475,close,-1.0,34
B,3476,open,1.0,29
B,3477,close,-1.0,24
B,3478,open,1.0,35
B,3479,close,-1.0,22
B,3480,open,1.0,36
B,3481,close,-1.0,19
B,3482,open,1.0,33
B,3483,close,-1.0,28
B,3484,open,1.0,15
B,3485,close,-1.0,27
B,3486,open,1.0,36
B,3487,close,-1.0,18
B,3488,open,1.0,37
B,3489,close,-1.0,31
B,3490,open,1.0,25
B,3491,close,-1.0,25
B,3492,open,1.0,20
B,3493,close,-1.0,25
B,3494,open,1.0,44
B,3495,close,-1.0,42
B,3496,open,1.0,90
B,3497,close,-1.0,27
B,3498,open,1.0,22
B,3499,close,-1.0,18
B,3500,open,1.0,49
B,3501,close,-1.0,41
B,3502,open,1.0,20
B,3503,close,-1.0,22
B,3504,open,1.0,23
B,3505,close,-1.0,24
B,3506,open,1.0,36
B,3507,close,-1.0,18
B,3508,open,1.0,47
B,3509,close,-1.0,24
B,3510,open,1.0,14
B,3511,close,-1.0,22
B,3512,open,1.0,19
B,3513,close,-1.0,22
B,3514,open,1.0,56
B,3515,close,-1.0,35
B,3516,open,1.0,48
B,3517,close,-1.0,27
B,3518,open,1.0,77
B,3519,close,-1.0,55
B,3520,open,1.0,34
B,3521,close,-1.0,33
B,3522,open,1.0,37
B,3523,close,-1.0,19
B,3524,open,1.0,21
B,3525,close,-1.0,12
B,3526,open,1.0,14
B,3527,close,-1.0,18
B,3528,open,1.0,35
B,3529,close,-1.0,33
B,3530,open,1.0,99
B,3531,close,-1.0,36
B,3532,open,1.0,44
B,3533,close,-1.0,9
B,3534,open,1.0,28
B,3535,close,-1.0,37
B,3536,open,1.0,47
B,3537,close,-1.0,32
B,3538,open,1.0,30
B,3539,close,-1.0,51
B,3540,open,1.0,77
B,3541,close,-1.0,68
B,3542,open,1.0,71
B,3543,close,-1.0,32
B,3544,open,1.0,44
B,3545,close,-1.0,25
B,3546,open,1.0,17
B,3547,close,-1.0,23
B,3548,open,1.0,49
B,3549,close,-1.0,31
B,3550,open,1.0,52
B,3551,close,-1.0,20
B,3552,open,1.0,41
B,3553,close,-1.0,47
B,3554,open,1.0,43
B,3555,close,-1.0,33
B,3556,open,1.0,60
B,3557,close,-1.0,31
B,3558,open,1.0,75
B,3559,close,-1.0,28
B,3560,open,1.0,188
B,3561,close,-1.0,43
B,3562,open,1.0,42
B,3563,close,-1.0,13
B,3564,open,1.0,84
B,3565,close,-1.0,25
B,3566,open,1.0,86
B,3567,close,-1.0,38
B,3568,open,1.0,40
B,3569,close,-1.0,33
B,3570,open,1.0,55
B,3571,close,-1.0,35
B,3572,open,1.0,46
B,3573,close,-1.0,27
B,3574,open,1.0,42
B,3575,close,-1.0,33
B,3576,open,1.0,18
B,3577,close,-1.0,35
B,3578,open,1.0,48
B,3579,close,-1.0,33
B,3580,open,1.0,17
B,3581,close,-1.0,32
B,3582,open,1.0,46
B,3583,close,-1.0,49
B,3584,open,1.0,41
B,3585,close,-1.0,46
B,3586,open,1.0,50
B,3587,close,-1.0,48
B,3588,open,1.0,19
B,3589,close,-1.0,25
B,3590,open,1.0,34
B,3591,close,-1.0,38
B,3592,open,1.0,34
B,3593,close,-1.0,26
B,3594,open,1.0,31
B,3595,close,-1.0,27
B,3596,open,1.0,51
B,3597,close,-1.0,36
B,3598,open,1.0,25
B,3599,close,-1.0,29
B,3600,open,1.0,21
B,3601,close,-1.0,22
B,3602,open,1.0,57
B,3603,close,-1.0,30
B,3604,open,1.0,82
B,3605,close,-1.0,42
B,3606,open,1.0,16
B,3607,close,-1.0,30
B,3608,open,1.0,15
B,3609,close,-1.0,36
B,3610,open,1.0,22
B,3611,close,-1.0,30
B,3612,open,1.0,12
B,3613,close,-1.0,30
B,3614,open,1.0,15
B,3615,close,-1.0,30
B,3616,open,1.0,28
B,3617,close,-1.0,32
B,3618,open,1.0,39
B,3619,close,-1.0,27
B,3620,open,1.0,32
B,3621,close,-1.0,23
B,3622,open,1.0,18
B,3623,close,-1.0,21
B,3624,open,1.0,28
B,3625,close,-1.0,26
B,3626,open,1.0,31
B,3627,close,-1.0,29
B,3628,open,1.0,43
B,3629,close,-1.0,22
B,3630,open,1.0,23
B,3631,close,-1.0,23
B,3632,open,1.0,22
B,3633,close,-1.0,24
B,3634,open,1.0,24
B,3635,close,-1.0,23
B,3636,open,1.0,26
B,3637,close,-1.0,25
B,3638,open,1.0,33
B,3639,close,-1.0,24
B,3640,open,1.0,16
B,3641,close,-1.0,23
B,3642,open,1.0,43
B,3643,close,-1.0,30
B,3644,open,1.0,62
B,3645,close,-1.0,23
B,3646,open,1.0,42
B,3647,close,-1.0,21
B,3648,open,1.0,16
B,3649,close,-1.0,22
B,3650,open,1.0,43
B,3651,close,-1.0,27
B,3652,open,1.0,30
B,3653,close,-1.0,22
B,3654,open,1.0,22
B,3655,close,-1.0,20
B,3656,open,1.0,16
B,3657,close,-1.0,23
B,3658,open,1.0,25
B,3659,close,-1.0,28
B,3660,open,1.0,36
B,3661,close,-1.0,26
B,3662,open,1.0,30
B,3663,close,-1.0,26
B,3664,open,1.0,29
B,3665,close,-1.0,23
B,3666,open,1.0,27
B,3667,close,-1.0,30
B,3668,open,1.0,42
B,3669,close,-1.0,30
B,3670,open,1.0,35
B,3671,close,-1.0,30
B,3672,open,1.0,21
B,3673,close,-1.0,23
B,3674,open,1.0,15
B,3675,close,-1.0,21
B,3676,open,1.0,34
B,3677,close,-1.0,23
B,3678,open,1.0,29
B,3679,close,-1.0,22
B,3680,open,1.0,36
B,3681,close,-1.0,34
B,3682,open,1.0,25
B,3683,close,-1.0,26
B,3684,open,1.0,26
B,3685,close,-1.0,28
B,3686,open,1.0,31
B,3687,close,-1.0,21
B,3688,open,1.0,34
B,3689,close,-1.0,47
B,3690,open,1.0,20
B,3691,close,-1.0,18
B,3692,open,1.0,59
B,3693,close,-1.0,29
B,3694,open,1.0,40
B,3695,close,-1.0,38
B,3696,open,1.0,34
B,3697,close,-1.0,31
B,3698,open,1.0,52
B,3699,close,-1.0,22
B,3700,open,1.0,26
B,3701,close,-1.0,23
B,3702,open,1.0,23
B,3703,close,-1.0,17
B,3704,open,1.0,36
B,3705,close,-1.0,25
B,3706,open,1.0,32
B,3707,close,-1.0,32
B,3708,open,1.0,37
B,3709,close,-1.0,29
B,3710,open,1.0,35
B,3711,close,-1.0,12
B,3712,open,1.0,41
B,3713,close,-1.0,25
B,3714,open,1.0,57
B,3715,close,-1.0,29
B,3716,open,1.0,30
B,3717,close,-1.0,32
B,3718,open,1.0,57
B,3719,close,-1.0,32
B,3720,open,1.0,30
B,3721,close,-1.0,33
B,3722,open,1.0,34
B,3723,close,-1.0,32
B,3724,open,1.0,40
B,3725,close,-1.0,42
B,3726,open,1.0,36
B,3727,close,-1.0,28
B,3728,open,1.0,44
B,3729,close,-1.0,12
B,3730,open,1.0,44
B,3731,close,-1.0,22
B,3732,open,1.0,35
B,3733,close,-1.0,29
B,3734,open,1.0,32
B,3735,close,-1.0,32
B,3736,open,1.0,47
B,3737,close,-1.0,25
B,3738,open,1.0,78
B,3739,close,-1.0,35
B,3740,open,1.0,60
B,3741,close,-1.0,28
B,3742,open,1.0,44
B,3743,close,-1.0,22
B,3744,open,1.0,27
B,3745,close,-1.0,40
B,3746,open,1.0,39
B,3747,close,-1.0,32
B,3748,open,1.0,33
B,3749,close,-1.0,29
B,3750,open,1.0,39
B,3751,close,-1.0,44
B,3752,open,1.0,35
B,3753,close,-1.0,28
B,3754,open,1.0,25
B,3755,close,-1.0,36
B,3756,open,1.0,39
B,3757,close,-1.0,72
B,3758,open,1.0,20
B,3759,close,-1.0,36
B,3760,open,1.0,11
B,3761,close,-1.0,34
B,3762,open,1.0,29
B,3763,close,-1.0,21
B,3764,open,1.0,32
B,3765,close,-1.0,16
B,3766,open,1.0,43
B,3767,close,-1.0,25
B,3768,open,1.0,39
B,3769,close,-1.0,25
B,3770,open,1.0,50
B,3771,close,-1.0,25
B,3772,open,1.0,12
B,3773,close,-1.0,16
B,3774,open,1.0,37
B,3775,close,-1.0,26
B,3776,open,1.0,52
B,3777,close,-1.0,21
B,3778,open,1.0,26
B,3779,close,-1.0,13
B,3780,open,1.0,48
B,3781,close,-1.0,42
B,3782,open,1.0,18
B,3783,close,-1.0,22
B,3784,open,1.0,37
B,3785,close,-1.0,24
B,3786,open,1.0,25
B,3787,close,-1.0,42
B,3788,open,1.0,46
B,3789,close,-1.0,40
B,3790,open,1.0,45
B,3791,close,-1.0,18
B,3792,open,1.0,52
B,3793,close,-1.0,36
B,3794,open,1.0,24
B,3795,close,-1.0,30
B,3796,open,1.0,30
B,3797,close,-1.0,19
B,3798,open,1.0,35
B,3799,close,-1.0,15
B,3800,open,1.0,25
B,3801,close,-1.0,20
B,3802,open,1.0,33
B,3803,close,-1.0,24
B,3804,open,1.0,34
B,3805,close,-1.0,36
B,3806,open,1.0,113
B,3807,close,-1.0,28
B,3808,open,1.0,43
B,3809,close,-1.0,33
B,3810,open,1.0,26
B,3811,close,-1.0,24
B,3812,open,1.0,33
B,3813,close,-1.0,29
B,3814,open,1.0,34
B,3815,close,-1.0,31
B,3816,open,1.0,11
B,3817,close,-1.0,26
B,3818,open,1.0,51
B,3819,close,-1.0,51
B,3820,open,1.0,32
B,3821,close,-1.0,46
B,3822,open,1.0,44
B,3823,close,-1.0,31
B,3824,open,1.0,12
B,3825,close,-1.0,26
B,3826,open,1.0,39
B,3827,close,-1.0,61
B,3828,open,1.0,35
B,3829,close,-1.0,18
B,3830,open,1.0,24
B,3831,close,-1.0,26
B,3832,open,1.0,31
B,3833,close,-1.0,38
B,3834,open,1.0,35
B,3835,close,-1.0,34
B,3836,open,1.0,33
B,3837,close,-1.0,23
B,3838,open,1.0,72
B,3839,close,-1.0,37
B,3840,open,1.0,53
B,3841,close,-1.0,59
B,3842,open,1.0,67
B,3843,close,-1.0,46
B,3844,open,1.0,51
B,3845,close,-1.0,36
B,3846,open,1.0,42
B,3847,close,-1.0,49
B,3848,open,1.0,51
B,3849,close,-1.0,39
B,3850,open,1.0,45
B,3851,close,-1.0,25
B,3852,open,1.0,46
B,3853,close,-1.0,42
B,3854,open,1.0,52
B,3855,close,-1.0,34
B,3856,open,1.0,41
B,3857,close,-1.0,39
B,3858,open,1.0,47
B,3859,close,-1.0,36
B,3860,open,1.0,33
B,3861,close,-1.0,31
B,3862,open,1.0,40
B,3863,close,-1.0,32
B,3864,open,1.0,24
B,3865,close,-1.0,15
B,3866,open,1.0,26
B,3867,close,-1.0,18
B,3868,open,1.0,39
B,3869,close,-1.0,29
B,3870,open,1.0,42
B,3871,close,-1.0,26
B,3872,open,1.0,45
B,3873,close,-1.0,33
B,3874,open,1.0,20
B,3875,close,-1.0,27
B,3876,open,1.0,43
B,3877,close,-1.0,26
B,3878,open,1.0,26
B,3879,close,-1.0,23
B,3880,open,1.0,29
B,3881,close,-1.0,20
B,3882,open,1.0,21
B,3883,close,-1.0,17
B,3884,open,1.0,165
B,3885,close,-1.0,32
B,3886,open,1.0,33
B,3887,close,-1.0,30
B,3888,open,1.0,12
B,3889,close,-1.0,27
B,3890,open,1.0,17
B,3891,close,-1.0,27
B,3892,open,1.0,51
B,3893,close,-1.0,40
B,3894,open,1.0,32
B,3895,close,-1.0,44
B,3896,open,1.0,58
B,3897,close,-1.0,36
B,3898,open,1.0,38
B,3899,close,-1.0,49
B,3900,open,1.0,41
B,3901,close,-1.0,52
B,3902,open,1.0,29
B,3903,close,-1.0,30
B,3904,open,1.0,57
B,3905,close,-1.0,39
B,3906,open,1.0,29
B,3907,close,-1.0,26
B,3908,open,1.0,15
B,3909,close,-1.0,30
B,3910,open,1.0,36
B,3911,close,-1.0,26
B,3912,open,1.0,44
B,3913,close,-1.0,27
B,3914,open,1.0,43
B,3915,close,-1.0,21
B,3916,open,1.0,33
B,3917,close,-1.0,16
B,3918,open,1.0,121
B,3919,close,-1.0,25
B,3920,open,1.0,62
B,3921,close,-1.0,39
B,3922,open,1.0,106
B,3923,close,-1.0,34
B,3924,open,1.0,70
B,3925,close,-1.0,17
B,3926,open,1.0,57
B,3927,close,-1.0,38
B,3928,open,1.0,27
B,3929,close,-1.0,20
B,3930,open,1.0,39
B,3931,close,-1.0,35
B,3932,open,1.0,39
B,3933,close,-1.0,22
B,3934,open,1.0,34
B,3935,close,-1.0,35
B,3936,open,1.0,64
B,3937,close,-1.0,37
B,3938,open,1.0,40
B,3939,close,-1.0,35
B,3940,open,1.0,24
B,3941,close,-1.0,25
B,3942,open,1.0,34
B,3943,close,-1.0,24
B,3944,open,1.0,34
B,3945,close,-1.0,33
B,3946,open,1.0,24
B,3947,close,-1.0,31
B,3948,open,1.0,30
B,3949,close,-1.0,29
B,3950,open,1.0,39
B,3951,close,-1.0,25
B,3952,open,1.0,44
B,3953,close,-1.0,33
B,3954,open,1.0,56
B,3955,close,-1.0,29
B,3956,open,1.0,35
B,3957,close,-1.0,22
B,3958,open,1.0,36
B,3959,close,-1.0,27
B,3960,open,1.0,38
B,3961,close,-1.0,42
B,3962,open,1.0,53
B,3963,close,-1.0,43
B,3964,open,1.0,42
B,3965,close,-1.0,36
B,3966,open,1.0,77
B,3967,close,-1.0,15
B,3968,open,1.0,28
B,3969,close,-1.0,40
B,3970,open,1.0,32
B,3971,close,-1.0,27
B,3972,open,1.0,43
B,3973,close,-1.0,37
B,3974,open,1.0,68
B,3975,close,-1.0,34
B,3976,open,1.0,28
B,3977,close,-1.0,36
B,3978,open,1.0,14
B,3979,close,-1.0,34
B,3980,open,1.0,16
B,3981,close,-1.0,41
B,3982,open,1.0,23
B,3983,close,-1.0,33
B,3984,open,1.0,14
B,3985,close,-1.0,35
B,3986,open,1.0,12
B,3987,close,-1.0,38
B,3988,open,1.0,27
B,3989,close,-1.0,31
B,3990,open,1.0,39
B,3991,close,-1.0,37
B,3992,open,1.0,43
B,3993,close,-1.0,20
B,3994,open,1.0,48
B,3995,close,-1.0,26
B,3996,open,1.0,19
B,3997,close,-1.0,37
B,3998,open,1.0,13
B,3999,close,-1.0,24
B,4000,open,1.0,69
B,4001,close,-1.0,38
B,4002,open,1.0,47
B,4003,close,-1.0,22
B,4004,open,1.0,29
B,4005,close,-1.0,43
B,4006,open,1.0,48
B,4007,close,-1.0,15
B,4008,open,1.0,25
B,4009,close,-1.0,33
B,4010,open,1.0,35
B,4011,close,-1.0,39
B,4012,open,1.0,35
B,4013,close,-1.0,46
B,4014,open,1.0,63
B,4015,close,-1.0,41
B,4016,open,1.0,19
B,4017,close,-1.0,26
B,4018,open,1.0,30
B,4019,close,-1.0,26
B,4020,open,1.0,37
B,4021,close,-1.0,20
B,4022,open,1.0,38
B,4023,close,-1.0,26
B,4024,open,1.0,34
B,4025,close,-1.0,32
B,4026,open,1.0,47
B,4027,close,-1.0,30
B,4028,open,1.0,20
B,4029,close,-1.0,23
B,4030,open,1.0,30
B,4031,close,-1.0,16
B,4032,open,1.0,43
B,4033,close,-1.0,27
B,4034,open,1.0,40
B,4035,close,-1.0,38
B,4036,open,1.0,22
B,4037,close,-1.0,28
B,4038,open,1.0,34
B,4039,close,-1.0,26
B,4040,open,1.0,14
B,4041,close,-1.0,21
B,4042,open,1.0,31
B,4043,close,-1.0,25
B,4044,open,1.0,50
B,4045,close,-1.0,29
B,4046,open,1.0,21
B,4047,close,-1.0,39
B,4048,open,1.0,22
B,4049,close,-1.0,25
B,4050,open,1.0,25
B,4051,close,-1.0,45
B,4052,open,1.0,55
B,4053,close,-1.0,55
B,4054,open,1.0,54
B,4055,close,-1.0,26
B,4056,open,1.0,26
B,4057,close,-1.0,25
B,4058,open,1.0,16
B,4059,close,-1.0,23
B,4060,open,1.0,35
B,4061,close,-1.0,22
B,4062,open,1.0,62
B,4063,close,-1.0,28
B,4064,open,1.0,50
B,4065,close,-1.0,39
B,4066,open,1.0,40
B,4067,close,-1.0,43
B,4068,open,1.0,38
B,4069,close,-1.0,27
B,4070,open,1.0,18
B,4071,close,-1.0,25
B,4072,open,1.0,27
B,4073,close,-1.0,24
B,4074,open,1.0,30
B,4075,close,-1.0,27
B,4076,open,1.0,28
B,4077,close,-1.0,28
B,4078,open,1.0,32
B,4079,close,-1.0,35
B,4080,open,1.0,110
B,4081,close,-1.0,43
B,4082,open,1.0,43
B,4083,close,-1.0,34
B,4084,open,1.0,59
B,4085,close,-1.0,36
B,4086,open,1.0,24
B,4087,close,-1.0,39
B,4088,open,1.0,38
B,4089,close,-1.0,32
B,4090,open,1.0,33
B,4091,close,-1.0,31
B,4092,open,1.0,23
B,4093,close,-1.0,8
B,4094,open,1.0,76
B,4095,close,-1.0,46
B,4096,open,1.0,45
B,4097,close,-1.0,35
B,4098,open,1.0,48
B,4099,close,-1.0,39
B,4100,open,1.0,52
B,4101,close,-1.0,33
B,4102,open,1.0,48
B,4103,close,-1.0,36
B,4104,open,1.0,53
B,4105,close,-1.0,42
B,4106,open,1.0,63
B,4107,close,-1.0,39
B,4108,open,1.0,53
B,4109,close,-1.0,44
B,4110,open,1.0,92
B,4111,close,-1.0,49
B,4112,open,1.0,31
B,4113,close,-1.0,43
B,4114,open,1.0,138
B,4115,close,-1.0,41
B,4116,open,1.0,48
B,4117,close,-1.0,49
B,4118,open,1.0,58
B,4119,close,-1.0,44
B,4120,open,1.0,48
B,4121,close,-1.0,41
B,4122,open,1.0,32
B,4123,close,-1.0,27
B,4124,open,1.0,55
B,4125,close,-1.0,40
B,4126,open,1.0,24
B,4127,close,-1.0,40
B,4128,open,1.0,25
B,4129,close,-1.0,30
B,4130,open,1.0,44
B,4131,close,-1.0,64
B,4132,open,1.0,77
B,4133,close,-1.0,42
B,4134,open,1.0,50
B,4135,close,-1.0,55
B,4136,open,1.0,44
B,4137,close,-1.0,26
